Title	ISBN	Subjects
Wild horses	9781402213274	|Horses||Wild horses||Wildlife rescue||Ranch life||Fiction|
Roar! Get heard in the sales and marketing jungle	9780470598795	|Marketing||Selling||Fiction|
My favorite witch	9781420105681	|Fiction||Man-woman relationships||Witches||Warlocks||Love stories|
Penny and her song	9780062081957	|Mice||Songs||Family life||Fiction|
A Tale of Two Cities	9780486475684	|Examinations||British||Study guides||History||French||Fiction|
Mistaken	9781848544185	|Boys||Fiction||Identity (Psychology)|
Avery's crossroad	9781606821930	|Medical care||Fiction||Quakers||History|
Who the man		|Anger||Interpersonal relations||Violence||Schools||Family problems||Fiction|
Angels		|Irish||Separated people||Runaway wives||Fiction|
Sendi Lee Mason and the great crusade		|Parents||Christian life||Conduct of life||Honesty||Fiction|
Brooke's quest for captain	9781434229953	|Competition (Psychology)||Self-confidence||Middle schools||Juvenile fiction||Cheerleading||Schools||Fiction||Friendship|
Bear down, bear north	9780820338934	|Families||Frontier and pioneer life||Survival||Short stories||Wilderness areas||Fiction|
Jumping the Nail	9780152413583	|Peer pressure||Fiction|
Blue train, Green train	9780375834639	|Stories in rhyme||Thomas the Tank Engine (Fictitious character)||Night||Juvenile fiction||Railroad trains||Day||Fiction|
Ten big toes and a prince's nose	9781402763960	|Stories in rhyme||Individuality||Self-confidence||Princes||Princesses||Fiction|
Penhallow	9781402218033	|Upper class families||Heads of households||Crimes against||Fiction|
The doctor's affair	9780396072027	|Physicians||Fiction||Family relationships|
Trapped in the Uintas	9781576360675	|Lawyers||Fiction||Women graduate students||Fugitives from justice||Escapes|
From out of the blue	9780373713943	|Mothers and sons||Military Air pilots||Single mothers||Leukemia||Fiction||Birthfathers||Patients||Retired military personnel|
The spa	9780802118646	|Fiction||Health resorts||Female friendship||Attitudes||Women|
A week from Sunday	9780446616065	|Single women||Fiction|
The yellow house	9781599952017	|Triangles (Interpersonal relations)||Historical fiction||Young women||Love stories||History||Fiction|
Up country	9780446611916	|Vietnam War, 1961-1975||Government investigators||Americans||Fiction|
The boy who owned the school	9780440706946	|Schools||Juvenile fiction||High schools||Fiction|
Summer of storms	9780515132908	|Sisters||Murder victims' families||Fiction|
Kate's crush	9780590423663	|Dude ranches||Friendship||Fiction|
Last Chance Saloon	9780380820290	|Fiction||Single women||Man-woman relationships||Female friendship|
The book of skulls	9780553230574	|Immortalism||Fiction|
The empire of ice	9780812530094	|Science fiction||Twenty-first century||Climatic changes||Geophysicists||Volcanoes||Fiction|
Blitz	9780449244197	|World War, 1939-1945||Fiction|
A hero's homecoming	9780373241781	Fiction
Kaywana stock	9780553114713	|Slaves||Fiction|
Everybody smokes in hell	9780345421470	Fiction
Cutting edge	9780373611393	|Mack Bolan (Fictitious character)||Fiction|
Gino's arranged bride	9780373181537	Fiction
Look at me	9780525481560	|Friendship||Women librarians||Fiction|
Harold's ABC ; story and pictures	9780439104685	|Alphabet||Space||Fiction|
Montana weddings	9781602601093	|Fiction||Man-woman relationships||Men||Dysfunctional families|
Grand Prix Monaco		|Automobile racing||Fiction|
The Chamber	9780440220602	|Civil rights movements||Bombings||Ku Klux Klan (1915- )||Death row inmates||Fiction|
Daughters of Moonsong	9780523411682	|Cosmetics industry||Fiction|
The way of the phoenix	9781401062675	|Voyages and travels||Man-woman relationships||Middle aged persons||Adultery||Fiction|
Wendell's parade		|Bears||Specimens||Toy and movable books||Fiction|
Backyard friends		|Friendship||Juvenile literature||Fiction|
Jake		|Musicians||Baseball||African American baseball players||Baseball stories||Juvenile fiction||Friendship||Fiction|
Everlasting kiss	9781420104431	|Vampires||Fiction|
Seth and Samona	9780440412724	|Juvenile fiction||Friendship||Family life||Haitian Americans||Fiction|
The Reapers	9781416569527	|Assassins||Murderers||Fiction|
Silenced	9780842384100	|Christian fiction||World War III||Fiction|
Maria takes a stand	9781593103576	|World War, 1914-1918||German Americans||Juvenile fiction||Christian life||Prejudices||Fiction||Suffragists||Women's rights||History|
Bowl of cherries	9781932416831	|Prisoners||Fiction|
The sinner	9780345458926	|Medical examiners (Law)||Police||Nuns||Policewomen||Women physicians||Crimes against||Fiction||Forensic pathologists|
The growing pains of Adrian Mole	9780413531308	|Adolescence||Juvenile Wit and humor||Diaries||Fiction|
The Last Testament of Oscar Wilde		|Irish Authors||Fiction|
The gallows curse	9780718156350	|Fiction||Superstition||History||Gallows||Religious communities|
Elixir	9780812575910	|Biologists||Fiction||Elixir of life||Americans||Science fiction|
The key-lock man	9780553280982	|Vigilantes||Fiction|
Select Editions Large Type		|Race relations||Kidnapping||Twins||Large type books||Children||Fiction||Protected DAISY|
When I miss you	9780807589045	|Parent and child||Separation anxiety||Fiction||Board books||Guinea pigs|
Meetings	9780670012831	|Extraterrestrial beings||Kidnapping||Magic||Fiction|
The Ronnie gene	9781432825164	|Private investigators||Murder||Investigation||Fraud||Fiction|
The One Who Waits for Me	9780736930185	|Fiction||History|
The murder notebooks	9780802723512	|Books and reading||Murder||Stepfamilies||Missing persons||Ciphers||Mystery and detective stories||Fiction|
Wolf among the stars	9781451637540	|Space warfare||Fiction||FICTION / Science Fiction / General||FICTION / Science Fiction / Space Opera||FICTION / Science Fiction / Adventure|
Desperadoes of the Ozarks	9781589809628	|Outlaws||Criminals||Anecdotes||History||Local History||Biography||Crime|
Theodore Boone	9780525425571	|Fiction||Kidnapping||Lawyers||Courts||Family problems|
In His steps	9780486479002	|Influence||Clergy||Fiction|
Longing	9780916727895	|Young women||Married women||Fiction|
The phantom patrol	9781592123278	|Coastal surveillance||Smugglers||Adventure stories||Fiction|
Speak up, Tommy!	9780761374978	|Police||Jews||Police dogs||Human-animal communication||Immigrants||Language and languages||Fiction|
Always the love of someone	9780955527296	|Interpersonal relations||Fiction|
Dreaming of Mr. Darcy	9781402251351	|Women illustrators||Fiction||Actors||Triangles (Interpersonal relations)||Motion picture producers and directors|
Anna Mei, escape artist		|Summer||Secrets||Chinese Americans||Friendship||Family life||Fiction|
If sons, then heirs	9781451610222	|Absentee mothers||Abandoned children||Families||Fiction|
Music in the mountains	9781410442222	|Large type books||Fiction||History|
Death by diamonds	9780425233139	|Detective and mystery stories||Visions||Vintage clothing||Fiction|
The happy man and his dump truck	9780375855177	|Dump trucks||Fiction||Board books||Trucks||Domestic animals|
In the sea there are crocodiles		|Afghans||Immigrants||Political refugees||Fiction||Italian Autobiographical fiction||Boys||Translations into English||History|
Flip-Flop and the Bully Frogs Gruff	9781616416539	|Frogs||Bullies||Animals||Fiction|
Rocky Point reunion	9780373876747	|Man-woman relationships||Fiction|
Love in the afternoon	9781611732344	|Sisters||Soldiers||Man-woman relationships||Fiction||Large type books|
Bear in love	9780763645694	|Bears||Humorous stories||Rabbits||Fiction|
Frostbite	9781595144300	|Magic||Vampires||Graphic novels||Fiction||Skis and skiing||High schools||JUVENILE FICTION / Comics & Graphic Novels / General||Schools||Social classes||Adaptations|
Renato, the painter	9780929701967	|Painters||Older men||Fiction|
Dark magic	9780765329943	|Family secrets||Magicians||Psychics||Fiction|
The Broken Lands	9780547739663	|JUVENILE FICTION / Visionary & Metaphysical||JUVENILE FICTION / Action & Adventure / General||JUVENILE FICTION / Lifestyles / City & Town Life||JUVENILE FICTION / Fantasy & Magic||JUVENILE FICTION / Historical / United States / 19th Century||JUVENILE FICTION / Family / Orphans & Foster Homes||Fiction||JUVENILE FICTION / Fairy Tales & Folklore / General||Supernatural||JUVENILE FICTION / Social Issues / Emigration & Immigration||Demonology||History||Orphans||JUVENILE FICTION / People & Places / United States / Asian American||Good and evil|
Under the hood	9780763655358	|Automobiles||Maintenance and repair||Animals||Toy and movable books||Specimens||Lift-the-flap books||Fiction|
What more could you wish for	9781250003034	|Marriage proposals||Self-realization in women||Fiction|
Winger	9781442444928	|Interpersonal relations||Boarding schools||Schools||Rugby football||High schools||Fiction|
Rapido's next stop	9781419701955	|Stories in rhyme||Toy and movable books||Delivery of goods||Specimens||Lift-the-flap books||Fiction|
The chocolate moose motive	9780451238023	|Women detectives||Chocolate industry||Fiction|
May we be forgiven	9780670025480	|Single parent families||Man-woman relationships||Brothers||Life change events||Fiction|
Death of a kitchen diva	9781410448873	|Large type books||Murder||Food writers||Investigation||Fiction|
Katie and the puppy next door	9780805094848	|Sharing||Animals||Infancy||Friendship||Dogs||Fiction|
Joy brigade	9781616951481	|Politics and government||Intelligence service||Fiction|
The bitter seed of magic	9780575084315	|Women private investigators||Fiction|
Melancholy and the archive	9781441124128	|Memory in literature||History and criticism||Melancholy in literature||Fiction|
Joe Golem and the drowning city	9781595829719	Fiction
Carpathia	9780857662026	|Carpathia (Ship)||Fiction|
The outlaw's return	9780373828562	|Outlaws||Man-woman relationships||Fiction|
The next phase of life	9781593093723	|Sisters||African Americans||Fiction|
Baby Santa's worldwide Christmas adventure	9781608320622	|Transportation||Christmas||Juvenile fiction||Travel||Santa Claus||Fiction|
The diva cooks a goose	9780425238257	|Advice columnists||Home economics||Murder||Theft||Sophie Winston (Fictitious character)||Christmas stories||Fiction|
A catered St. Patrick's Day	9780758247407	|Murder||Investigation||Saint Patrick's Day||Caterers and catering||Libby Simmons (Fictitious character)||Simmons, Bernie (Fictitious character : Crawford)||Fiction|
The last victim	9780345535405	|Women psychiatrists||Serial murderers||Serial murder investigation||Women forensic scientists||Fiction|
Midnight fear	9780778312468	|Serial murderers||Brothers and sisters||Fiction|
Accidental magic	9780425263709	|Divorced women||Magic||Vampires||FICTION / Romance / General||FICTION / Romance / Fantasy||Fiction||Werewolves||Vegetarians||FICTION / Romance / Paranormal|
The facility	9780143120681	|Political corruption||Prison wardens||False imprisonment||Fiction|
The Creed legacy	9780373776009	|Cowboys||Fiction|
Be fast or be gone	9781934979075	|Drug development||Patients||Fiction||Cancer||Brain|
The late Mr. Shakespeare	9781611457155	|Theater||Fiction||Actors||Dramatists||History|
Gathering of waters	9781617750328	|Race relations||African American families||African Americans||Crimes against||Fiction|
No man's land	9780738733050	|Post-traumatic stress disorder||Veterans||Afghan War, 2001-||Brothers||Fiction|
Southern seas	9781612191171	|José Carvalho (Fictitious character)||Private investigators||Murder||Investigation||Fiction|
Ali Pacha	9781775452638	|Juvenile||Criminals||Social Science||Business||Crimes||Crime||Violence||Fiction|
Playing for keeps	9781934861165	|Fiction||Superheroes||Great powers|
The inheritance of loss	9780802142818	|Judges||Retirement||Psychological fiction||Teenage girls||Grandparent and child||Orphans||Ethnic relations||Fiction||Grandfathers||Tutors and tutoring||Older men||Domestic fiction|
High country horror	9780451231772	|Skye Fargo (Fictitious character)||Fiction|
The Outlaw's redemption	9780373829712	|Man-woman relationships||Fiction|
Deadline man	9781590587140	|Journalists||Journalistic ethics||Fiction|
Rokk the walking mountain	9781408304396	|Fantasy||Elenna (Fictitious character : Blade)||Children's stories||Juvenile fiction||Tom (Fictitious character : Blade)||Monsters||Fiction|
Her Knight's quest	9780451239594	|Man-woman relationships||Magic||Fiction|
Choh Lin		|Clergy||Fiction|
Grievous sin	9780061999345	|Police spouses||Peter Decker (Fictitious character)||Police||Rina Lazarus (Fictitious character)||Fiction|
Thirty sunsets	9780738739915	|Families||Acquaintance rape||Family life||Fiction||Interpersonal relations||Beaches||Pregnancy||Juvenile fiction||Rape|
Andreas Hofer		|Fiction||Fiction. [from old catalog]||History|
Jack Tier		|Mexican War, 1846-1848||Fiction|
Angels' visits to my farm in Florida		Fiction
Standup guy	9780399164156	|Private investigators||Action & Adventure||Stone Barrington (Fictitious character)||Prisoners||FICTION||Fiction||Roman||Suspense||Robbery||Amerikanisches Englisch|
Fiddle game	9781590586808	|Murder||Investigation||Swindlers and swindling||Violin||Bail bond agents||Fiction|
Elite infantry	9781623700324	|Juvenile fiction||Special forces (Military science)||Special operations (Military science)||Fiction|
Goddess of vengeance	9781611298734	|Large type books||Lucky Santangelo (Fictitious character)||Businesswomen||Fiction|
Zom-B	9780316214407	|Survival||Fiction||High school students||Zombies||High schools|
In the footsteps of Boone		|Frontier and pioneer life||Fiction|
Hyperion		Fiction
The Young Jewess		|Jewish women||Judaism||Jews||Christianity and other religions||Fiction|
The children's story	9780440312277	Fiction
Mouse makes magic	9780439469692	|Juvenile fiction||Mice||Vocabulary||Fiction|
Captain Kate	9780380796687	|American Civil War (1861-1865) fast (OCoLC)fst01351658||Determination (Personality trait)||Fiction||Brothers and sisters||History|
A death in Vienna	9780451213181	|Art restorers||Bombings||Israelis||War criminals||Holocaust, Jewish (1939-1945) fast (OCoLC)fst00958866||Holocaust, Jewish (1939-1945)||Death marches||Fiction|
The Greek's convenient mistress	9780373235964	|Young women||Sick children||Transplantation||Families||Bone marrow||Greeks||Fiction|
Shadow and silk	9781420104394	|Man-woman relationships||Women college teachers||Relics||Fiction|
Better late than never	9780753463000	|Middle school students||Families||Paranormal fiction||Juvenile fiction||Family problems||Teenagers||Extrasensory perception||Supernatural||Telepathy||Fiction|
The phantom of the opera	9781403793973	|Composers||Disfigured persons||Opera||Translations into English||Unrequited love||Phantom of the Opera (Fictitious character)||Fiction||French fiction||History|
Sleephead sloth	9780439884723	|Phonetic method||Tales||Jungles||Readers (Primary)||Fiction||Reading (Primary)||English language||Sloths||Reading||Phonetics|
Out of nowhere	9780821762530	|New York (N.Y.)||Fiction||Witnesses||Protection||Legal photography||Whistle blowing||New York||Women photographers|
Shunned and dangerous	9781410470843	|Family secrets||Amish||Investigation||Large type books||Murder||Fiction|
Finding home	9780553386875	|Family secrets||Cystic fibrosis in children||Amnesia||Fiction|
In her corner	9780373608379	|Women athletes||Mixed martial arts||Man-woman relationships||Coaches (Athletics)||Fiction|
Audrey and the maverick	9781420105520	|Ranchers||Fiction|
The Boss	9781601624376	|Women drug dealers||African American women||Cocaine industry||Fiction|
Protecting the widow's heart	9780373878765	|Single mothers||Man-woman relationships||Vacation homes||Fiction|
Diamond in the desert	9780373131556	|Heiresses||Fiction||Diamond mines and mining||Kings and rulers|
A billionaire's redemption	9780373278145	|Billionaires||Heiresses||Man-woman relationships||Kindergarten teachers||Fiction|
Rocky Mountain rescue	9780373697496	|United States||Government investigators||United States. Federal Bureau of Investigation||Witnesses||Protection||Fiction|
Rough cider	9780445405455	|Murder||Investigation||Detective and mystery stories||Fiction|
Home for the haunting	9780451240705	|Women detectives||Fiction||Remodeling||Dwellings||Contractors|
The sentinel	9780786964598	|Epic||Magic||Fantasy||Floods||FICTION||Fate and fatalism||Weather||General||Goddesses||Heroes||Fiction||Dreams||Gods and goddesses|
At the water's edge	9780385523233	|Amerikanisches Englisch||Loch Ness monster||Celebrities||Family life||Father-son relationship||Fathers and sons||Roman||Socialites||Fiction||Friendship||Monsters|
The innocent	9781628997224	|Shakers||Large type books||Fiction|
Pip and the wood witch curse	9780340970690	|Children's stories||Witches||Fantasy fiction||Juvenile fiction||Children's fantasy fiction||Fiction|
Mr. Benn, red knight	9781854379900	|Knights and knighthood||Fantasy||Mr. Benn (Fictitious character)||Juvenile fiction||Dragons||Fiction|
Puppy boo!	9781780657042	|Dogs||Toy and movable books||Puppies||Juvenile fiction||Board books||Fiction|
Lethal diversion	9780373644056	|Mack Bolan (Fictitious character)||Terrorists||Fiction|
La familia	9781601625557	|Man-woman relationships||African Americans||Street life||Fiction|
Let's play in the snow	9780763661212	|Play||Juvenile fiction||Board books||Snow||Parent and child||Games||Fiction||Hares|
Ignorance	9781408816004	|Young women||Fiction||World War (1939-1945) fast (OCoLC)fst01180924||World War, 1939-1945||History|
Cake	9780310733331	|Bakeries||Neighbors||Conduct of life||Bakers||Foster home care||Juvenile fiction||Chickens||Fiction||Sisters||Bakers and bakeries||Eccentrics and eccentricities|
Med ship	9780739437551	|American Science fiction||Physicians||Fiction|
The untamed scoundrel	9780843180329	|Love||Adventure and adventurers||Fantasy fiction||Juvenile fiction||Fiction||Rescue work||Heroes||Heroes and heroines||Radio and television novels||Rescues||Good and evil|
Josh whoever	9781432826840	|Bank tellers||Bank robberies||Brothers||Swindlers and swindling||Missing persons||Mistaken identity||Fiction|
Peek-a-boo Santa	9781479551842	|Stories in rhyme||Toy and movable books||Juvenile fiction||Specimens||Board books||Santa Claus||Fiction|
Numbers are everywhere!	9781481441186	|Numerals||Juvenile fiction||Counting||Parties||Fiction|
Rebellion	9781600609848	|Science fiction||Juvenile fiction||Kidnapping||Genetic engineering||Fiction|
No time for Hallie	9780794433130	|Animal shelters||Pet adoption||Juvenile fiction||Fiction||Animal shelter||Clubs||Cats||Pets|
Poor little dead girls	9781440563959	|School stories||Detective and mystery stories||Conspiracies||Secret societies||Fiction||Private schools||Mystery fiction||Boarding schools||Schools||Juvenile fiction||Mystery and detective stories|
The versatile van	9780340981467	|Automobiles||Vans||Juvenile fiction||Adventure stories||Fiction|
A Carol Dickens Christmas	9780826355010	|Academic librarians||Christmas||Fiction|
Flat Stanley on ice	9780062189820	|Skating||Ice Skating||Brothers||Beginner||Juvenile fiction||Winter Sports||Sports & Recreation||Ice skating||Stanley Lambchop (Fictitious character)||Reader||Fiction||JUVENILE FICTION|
Winter in Songming	9780979843945	|Buildings||Winter||Juvenile fiction||Design and construction||Additions||Fiction|
Murder in merino	9780451415363	|Knitters (Persons)||Murder||Investigation||Kriminalroman||Amerikanisches Englisch||Fiction|
Deadly stranger	9780816713080	|Kidnapping||Mentally ill||Detective and mystery stories||Fiction|
Me and Miss M	9780141038278	|Fiction||Private secretaries||Motion picture actors and actresses|
Hot-Shot Surgeon, Cinderella Bride	9780373066957	|Nurses||Billionaires||Surgeons||Fiction|
That's mine!	9781877579271	|Frogs||Animals||Juvenile fiction||Picture books for children||Fiction|
Getting even	9781250058737	|Fiction||Contemporary Women||Contemporary||Revenge||Romance||Female friendship||FICTION||Women|
Unbecoming	9781410479907	|Impostors and imposture||Americans||Fugitives from justice||Female offenders||Fiction|
Amelia Bedelia's first apple pie	9780545404525	|Grandparents||Humorous stories||Baking||Pies||Fiction|
Winning Olivia's Heart	9780373487837	|Young women||Man-woman relationships||Bankers||Fiction|
Grim Hill	9781897550656	|Sisters||Student exchange programs||Magic||Witches||Schools||Juvenile fiction||Fiction|
Iron Man and the armor wars	9781614791669	|Comic books, strips||Cartoons and comics||Iron Man (Fictitious character)||Superheroes||Fiction|
The conquerors		|History||1912-1928||Fiction|
The Little Tokyo informant	9781468300734	|Thrillers||Roman||Amerikanisches Englisch||Fiction||FICTION|
Constant fear	9780758293459	|Drugs||Survival||Hacktivism||Fathers and sons||Fiction||Private schools||Computer crimes||Suspense fiction||Hostages||Friendship||Diabetes|
The harem midwife	9780385676663	|Midwives||Harems||Fiction||Jews||Sultans|
Friend of the devil	9780060544386	|Alan Banks (Fictitious character)||Murder||Police||Investigation||Fiction|
The mighty Quinns: Jack	9780373797509	|Man-woman relationships||Fiction|
Deep in the woods	9780441020522	|Kidnapping||Americans||Vampires||Dawn Madison (Fictional character)||Women stunt performers||Dawn Madison (Fictitious character)||Fiction|
The very itchy bear	9780545291590	|Bears||Juvenile fiction||Fleas||Fiction|
Zorro	9780739461501	|Fiction||Zorro (Fictitious character)||History|
Everwild	9781442426429	|Young adult fiction||Future life||Dead||Fiction|
When no one is watching	9780373278886	|Missing persons||Criminal profilers||Police||Serial murders||Fiction|
Mojave rescue	9781335490155	|FICTION / Christian / Suspense||FICTION / Romance / Clean & Wholesome||Man-woman relationships||FICTION / Thrillers / Suspense||Abduction||FICTION / Romance / Suspense||Fiction|
First snow	9781335014955	|Single mothers||Man-woman relationships||Wills||Fiction|
Late edition	9781442497269	|Advice columnists||School stories||Social Issues||Statues||Newspapers||Moral and ethical aspects||JUVENILE FICTION||Schools||Student newspapers and periodicals||Fiction||Friendship||Juvenile fiction||Decision making|
Henry's stars	9780399171161	|Farm life||Juvenile fiction||Constellations||Domestic animals||Pigs||Swine||Stars||Fiction|
Find me	9780374154714	|Epidemics||Fiction||FICTION / Psychological||FICTION / Literary|
Free fire zone		|American Short stories||Vietnam War, 1961-1975||Fiction|
Swing time	9781594203985	|FICTION / Contemporary Women||Female friendship||FICTION / Literary||Dancers||Black Women||FICTION / Sagas||Fiction|
Essays on modern novelists		|History and criticism||Fiction|
The poisoned island	9781476712864	|Fiction||Police||Serial murders||History|
Doc McStuffins	9780794430191	|Physicians||Soft toys||Health||Toys||Juvenile fiction||Fiction|
Grind Joint	9781933586526	|Casinos||Fiction|
Faking normal	9780062245380	|Secrets||Juvenile fiction||Secrecy||Teenagers||Fiction|
Sonic select	9781936975853	|Sonic the Hedgehog (Fictitious character)||Hedgehogs||Graphic novels||Robots||Comic books, strips||Fiction|
Mind of winter	9780062284396	|Paranormal fiction||Life change events||Spirit possession||Fiction|
The rich and the dead	9780062258397	|Murder||Investigation||Women private investigators||Time travel||Fiction|
The beautiful dream of life	9781501129254	|Painters||Conduct of life||Delusions||Mentally ill||Fiction|
A fugitive in Walden Woods	9781942658221	|Fiction||Fugitive slaves||Abolitionists||American Authors||Underground Railroad|
The Store	9780316395489	|Retail Stores||Large type books||Undercover operations||Fiction|
Heidi Heckelbeck and the never-ending day	9781481495257	|Juvenile fiction||Magic||Days||Witches||Fiction|
Stranger things have happened	9781492645399	|Fiction||Magicians||Great-grandfathers||Stage fright||Magic tricks|
Mr. Dickens and his carol	9781250154040	Fiction
Laser Moose and Rabbit Boy	9781449486877	|Fiction||Moose||Graphic novels||Rabbits||Adventure and adventurers|
Here we are now	9780062324702	|Families||Arab Americans||Secrets||Juvenile fiction||Fiction||Fathers and daughters||Musicians||Rock music|
Foretold	9781542046749	|Reporters and reporting||Psychic ability||Fiction|
The Lesser Blessed	9781771621137	|Teenage boys||Dogrib Indians||Male friendship||Indians of North America||Fiction|
Where's Halmoni?	9781632170774	|Goblins||Animals||Brothers and sisters||Folklore||Juvenile fiction||Graphic novels||Fiction|
The Carter boys	9781622866250	|Triangles (Interpersonal relations)||Man-woman relationships||Brothers||Dysfunctional families||African Americans||Fiction|
Thanks fur last night	9781250159717	|Bears||Werewolves||American Paranormal romance stories||Shapeshifting||Fiction|
The 11:11 wish	9780062654946	|Wishes||Magic||Schools||Juvenile fiction||Popularity||Fiction|
Best buds under frogs	9780763651046	|Schools||Juvenile fiction||Friendship||Clubs||Fiction|
Lola Levine meets Jelly and Bean	9780316258531	|Families||Jews||Infancy||Juvenile fiction||Allergy||Family life||Fiction||Hispanic Americans||Cats||Illustrated children's books||Animals||Peruvian Americans|
Plants vs. zombies	9781506702988	|Plants||Science fiction||Graphic novels||Zombies||Fiction|
Carlos's scavenger hunt	9781368013987	|Treasure hunt (Game)||Magic||Preparatory schools||Juvenile fiction||Fiction||Fantasy||Schools||Contests|
Battle Rabbits	9781626923812	|Graphic novels||Rabbits||Ability||Translations into English||Monsters||Battles||Choice||Cartoons and comics||Fiction||Choice (Psychology)||Demonology||Comic books, strips|
A time of dread	9780316502245	|Magic||Imaginary wars and battles||Good and evil||Angels||Demonology||Fiction|
The balcony	9780316554671	|Families||Fiction|
I was Anastasia	9780525528135	|Impersonation||History||Family||Princesses||Assassination||Fiction|
Before and again	9781250119490	|Life change events||Fiction|
Norman Mailer	9781598535587	|Democratic National Convention (1968 : Chicago, Ill.)||Vietnam War, 1961-1975||Nineteen sixties||Sex addiction||Fiction||Interpersonal relations||Public opinion||Republican National Convention (29th : 1968 : Miami Beach, Fla.)||Young men||Bear hunting||Pathological Psychology|
The Smurfs 3 in 1	9781545801253	|Fantasy||Fiction||Smurfs (Fictitious characters)||Cartoons and comics|
A Steep price	9781503954182	|Women detectives||Murder||Investigation||Seattle (Wash.). Police Department||Pregnancy||Missing persons||Seattle (Wash.).||Detective and mystery stories||Fiction|
Bubbles	9780399545740	|Koala||Friendship||Bashfulness||Bubbles||Kangaroos||Fiction|
Sight	9780525574606	|Grief||Parenting||Families||Mother and child||Friendship||Fiction|
The iron angel	9780998643144	|Valentin Saint Cyr (Fictitious character)||Creoles||Fiction||Police||Prostitutes|
The beau and the belle	9781983933998	|Man-woman relationships||Fiction|
Where the woods end	9780735229235	|Fantasy||Monsters||Forests and forestry||Juvenile fiction||Fear||Fiction|
Auntie Poldi and the Sicilian Lions	9781432850685	|Man-woman relationships||Investigation||Large type books||Widows||Murder||Fiction|
Jane Doe	9781503900899	|Fiction||Man-woman relationships||Women lawyers||Revenge||Secrecy|
Live and let chai	9781492670728	|Murder||Investigation||Seaside resorts||Businesswomen||Tearooms||Fiction|
Down the river unto the sea	9781478976318	|Judicial error||Private investigators||Police corruption||Mystery & Detective||Private Investigators||FICTION||Fathers and daughters||African American||Fiction|
