Title	ISBN	Subjects
Max's Valentine (Max Board Books)	9780670036684	|Holidays & Festivals - Valentine's Day||Valentine's Day||Fiction||Wells, Rosemary||Children's Books/Baby-Preschool||Rabbits||Children: Preschool||Juvenile Fiction||Holidays & Celebrations - Valentine's Day||Family - Multigenerational||Family - Siblings||Juvenile Fiction / Animals / Rabbits||Valentines||Brothers and sisters|
Petropolis	9780670038190	|American First Novelists||American Novel And Short Story||Fiction||Fiction - General||Teenage mothers||Literary||Fiction / Literary||Coming of Age||Emigration and immigration|
Frankenstein (Whole Story)	9780670878017	|Monsters||Fiction||Children's 12-Up - Literature - Classics||Children: Grades 4-6||Classics||Horror & Ghost Stories||Juvenile Fiction / General||Horror stories|
Hellion	9780671011390	|Romance - Historical||Fiction||Fiction - Romance||Romance: Historical||Fiction / Romance / Historical||General|
Brooke	9780671020323	|Modern fiction||Horror - General||Fiction||Fiction - Horror||Horror||Suspense||Fiction / Suspense|
Empty Promises	9780671025335	|Crime & mystery||True Crime / Espionage||Murder||Fiction||United States||Murder - General||True Crime / Murder||Betrayal||Case studies|
The Untamed	9780671501150	|Romance: Historical||Fiction||Fiction - Romance||Fiction / Romance / General||Romance - Historical|
The Haunted House	9780671525392	|General||Juvenile Fiction / Family / General||Stories in rhyme||Children: Babies & Toddlers||Fiction||Children's 4-8||Ghosts|
Carolina Mist	9780671527877	|Romance - General||Fiction||Fiction - Romance||Romance: Modern||Romance - Contemporary||Fiction / Romance / General|
True Friends	9780671530365	|Physically handicapped||Family life||Children's 9-12||Children's Books/Ages 9-12 Fiction||Children: Grades 3-4||Schools||General||Juvenile Fiction / Action & Adventure||Fiction|
BRIGHT DESIRE	9780671543952	|Romance - Historical||Fiction||Fiction - Romance||Romance: Historical||Romance - General||Fiction / Romance / General|
The Sorcerer's Lady	9780505520371	|Romance - Historical||Fiction||Fiction - Romance||Romance: Historical||Romance - Contemporary|
Wild Land, Wild Love	9780505522788	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical|
Sixgun Legacy (Jove Western)	9780515087116	|Westerns - General||Westerns||Fiction||Fiction - Western|
Bolt	9780515130423	|Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / General||Thrillers|
Transvergence (Heritage Universe)	9780671578374	|Science fiction||American Science Fiction And Fantasy||Fiction - Science Fiction||Fiction||Science Fiction - Adventure||Science Fiction - High Tech||Science Fiction - Space Opera||Fiction / Science Fiction / General|
CLUE IN THE CLASSROOM NEW BOBBSEY TWINS #9	9780671630720	|General||Juvenile Fiction / General||Fiction||Children's 9-12 - Fiction - General||Mystery and detective stories||Robots||Children: Grades 4-6|
LIES AND WHISPERS	9780671731137	|High schools||Country clubs||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||General||Juvenile Fiction / General||Clubs||Fiction|
WAY OF THE SAMURAI (MUSASHI 1) (Musashi Book 1)	9780671734831	|War & Military||Fiction - Historical||Fiction||Historical - General||Fantasy||Fiction / General|
Machine Dreams	9780671742355	|Modern fiction||General||Fiction - General||Fiction||Fiction / General||Domestic fiction||West Virginia|
DEAD LETTERS	9780671742676	|Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Fiction / Suspense||Mystery & Detective - General|
Terms Of Endearment	9780671758721	|Fiction - General||Drama||Fiction||General||Fiction / General||American|
Dead Man's Secret	9780671759247	|Mysteries, Espionage, & Detective Stories||Juvenile Fiction / General||Fiction||Ghost towns||Children's 9-12||School excursions||Children: Grades 4-6|
Trollslayer (A Gotrek & Felix novel)	9780671783730	|Fiction||Fiction - Fantasy||Fantasy||Fantasy - Series||Non-Classifiable||Fantasy - Epic|
Chronocules	9780671830793	|General||Non-Classifiable||Fiction||Fiction - General|
Traitor Winds	9780671869137	|Fiction||American Science Fiction And Fantasy||Fiction - Science Fiction||Science Fiction - Star Trek||Fiction / Science Fiction / General||Science Fiction||Science Fiction - General|
Hanukkah	9780671870690	|Jews||Holidays & Celebrations - Hanukkah||Fiction||Children's Baby - Boardbooks||Children: Kindergarten||United States||Holidays & Festivals - Jewish||General||Juvenile Fiction / Holidays & Festivals / Jewish||Hanukkah|
The PIRANHAS	9780671874940	|General||Fiction / General||Fiction - General||Fiction|
Raiders	9780517171233	|Fiction||SALE BOOKS||Fiction / General||Sale Adult - Fiction - General|
True Crime	9780517268230	|Fiction||Psychological||Suspense||SALE BOOKS||Fiction / General||Fiction - Psychological Suspense|
Alice's Adventures in Wonderland	9780517555910	|General||Non-Classifiable||Sale Books||Fairy tales||Fantasy||Children's All Ages||Children: Babies & Toddlers|
The Thin Man	9780679722632	|Mystery & Detective - Hard-Boiled||New York (State)||Fiction - Mystery/ Detective||20th Century American Novel And Short Story||New York||Mystery/Suspense||FIC022000||FIC||Mystery & Detective - General||Fiction / Mystery & Detective / General||Charles, Nick (Fictitious character)||Private investigators||Charles, Nick (Fictitious char||Charles, Nora (Fictitious char||Charles, Nora (Fictitious character)||Fiction|
The Mystery of the Kidnapped Whale	9780679811756	|Mysteries, Espionage, & Detective Stories||Non-Classifiable||Whales||Children: Grades 4-6||Fiction||Children's 9-12 - Fiction - Mysteries / Detective||Buried treasure||Mystery and detective stories|
The Snowman Flap Book	9780679815723	|Snow||Preschool Story Books||Children's 4-8||Children: Preschool||Snowmen||General||Non-Classifiable||Fantasy||Fiction|
Second Shot In The Dark, A	9780517578292	|Mystery/Suspense||English Mystery & Suspense Fiction||Women journalists||England||Non-Classifiable||Mystery & Detective - General||Detective and mystery stories||Fiction||Mystery and detective stories|
Tales from the Crypt Vol #1	9780679817994	|Short stories||Juvenile Horror / Ghost Stories||Children's 9-12 - Fiction - Horror||Children: Grades 4-6||Non-Classifiable||Horror||Children's stories, American||Horror stories||Horror tales, American|
Little Critter Numbers	9780679873556	|Concepts - Counting & Numbers||Juvenile Fiction / Concepts / Counting||Counting||Children's 4-8||Fiction||Zoo animals||Children: Babies & Toddlers|
Pirate	9780679972556	|Reference - General||Juvenile literature||Children: Grades 4-6||Children's 9-12 - Reference||Children's Books/Ages 9-12 Nonfiction||Pirates||Action & Adventure||General||Historical - Other||Juvenile Fiction / Action & Adventure|
There's an Ape Behind the Drape	9780688003814	|Fiction||Vocabulary||Apes|
Men Giving Money, Women Yelling	9780688161064	|Modern fiction||Short stories||Short Stories (single author)||Fiction - General||Fiction||Literary||Fiction / General||General|
MIRANDA (A 180)	9780689710643	|Piano music||General||Children's Books/Ages 4-8 Fiction||Children: Grades 1-2||Piano music (Boogie woogie)||Non-Classifiable||Fiction||Music||Pianists||Children's 4-8|
Alice the Brave	9780689805981	|Swimming||Social Issues - Adolescence||Fiction||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Children: Grades 4-6||Social Issues - Self-Esteem & Self-Reliance||Juvenile Fiction / Social Situations / General||Fears||Single-parent family|
Raggedy Ann and Andy and the Nice Police Officer	9780689821745	|Juvenile Fiction||Police||Dolls||Children's 4-8 - Picturebooks||Toys, Dolls, & Puppets||Magic||Children: Kindergarten||Law & Crime||Fiction||Action & Adventure||Action & Adventure - General||Classics||Science Fiction, Fantasy, & Magic||Juvenile Fiction / Classics|
At Ellis Island	9780689830266	|Immigrants||Juvenile Historical Fiction||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children's Books/Ages 9-12 Nonfiction||Children: Grades 1-2||Children: Grades 2-3||United States||History - United States/General||People & Places - United States - Other||Social Issues - Emigration & Immigration||Juvenile Nonfiction / History / United States / General||Ellis Island Immigration Stati||Ellis Island Immigration Station (N.Y. and N.J.)||Emigration and immigration||Fiction|
Summer Story (Brambly Hedge)	9780689830594	|Marriage||Holidays & Festivals - Other - Non-religious||Children: Preschool||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Mice||Animals - Mice  Hamsters  Guinea Pigs  etc||Holidays & Celebrations - Other, Nonreligious||Juvenile Fiction / Animals / Mice, Hamsters, Guinea Pigs, etc||Fiction|
A Place Called Freedom	9780689840012	|General||Juvenile Fiction||Fiction||Children's Books/Ages 4-8 Fiction||Children's 4-8||Indiana||Children: Grades 2-3||Historical - United States - 19th Century||Frontier and pioneer life||Juvenile Fiction / Historical / United States / 19th Century||African Americans||Family life|
What Grandmas Can't Do	9780689846472	|Humorous Stories||Social Issues - Emotions & Feelings||General||Preschool Picture Story Books||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Children: Preschool||Grandmothers||Family - Multigenerational||Social Issues - General||Juvenile Fiction / Family / Multigenerational||Fiction|
Bubble Trouble (Ready-to-Read. Level 1)	9780689857102	|Juvenile Fiction||Stories in rhyme||Humorous Stories||Juvenile Easy Readers||Krensky, Stephen||Preschool Reading Skills||Children's Books/Ages 4-8 Fiction||Readers - Beginner||Children: Kindergarten||Action & Adventure - General||Juvenile Fiction / Readers / Beginner||Bubbles||Fiction|
Envy (Seven Deadly Sins)	9780689877834	|Sex||Social Situations - Teen Lifestyle||Horror & Ghost Stories||Dating (Social customs)||Juvenile Fiction||Children's 12-Up - Fiction - General||Social Situations - Friendship||Children: Young Adult (Gr. 7-9)||Social Situations - Dating & Sex||Social Issues - Adolescence||Juvenile Fiction / Social Situations / Dating & Sex||Envy||Fiction|
High Life, Low Life	9780521788151	|ELT graded readers||Language||Foreign Language Study||Foreign Language - Dictionaries / Phrase Books||English||English as a Second Language||Foreign Language Study / English as a Second Language||English language||Fiction||Homeless persons||New York||New York (State)||Readers (Adult)||Textbooks for foreign speakers|
Tony Hillerman Boxed Gift Set	9780694520633	|Mystery & Detective - General||Fiction||Abridged Audio - Fiction/Mystery||Audio Adult: Books On Tape||Mystery & Detective - Police Procedural||Mystery & Detective - Series||Fiction / General|
Getting Married Buff	9780525245285	|Popular American Fiction||Fiction - General||Fiction||General||Canada||Man-woman relationships|
DANGEROUS DINOSAURS, Wise Guides (Discovery Kids Pocket Guides)	9780525463580	|Juvenile Fiction||Children: Grades 2-3||Animals - Dinosaurs||Children's 4-8 - Fiction - General||Juvenile literature||Dinosaurs||Action & Adventure||Action & Adventure - General||Animals - Dinosaurs & Prehistoric Creatures||Juvenile Fiction / General|
24 Girls in 7 Days	9780525473695	|Juvenile Fiction||School & Education||High schools||Dating (Social customs)||Social Issues - Friendship||Children's Books - Young Adult Fiction||Religion||Children: Young Adult (Gr. 10-12)||Love & Romance||Humorous Stories||Comparative Religion||General||Social Issues - Dating & Sex||Juvenile Fiction / Social Situations / Dating & Sex||Fiction|
The True Blade of Power (Lowthar's Blade # 3) (Lowthar's Blade Trilogy)	9780525474319	|Juvenile Fiction||Fiction||Children: Grades 3-4||Children's Books/Ages 9-12 Fiction||Swords||Science Fiction, Fantasy, & Magic||Goblins||Juvenile Fiction / Science Fiction, Fantasy, Magic||Action & Adventure - General||Fairies||Fantasy|
You've been away all summer	9780525671824	|Fiction||Friendship||New York (N.Y.)||Children: Grades 4-6|
Glitter of Mica	9780701207984	|Non-Classifiable||Modern fiction||Nonfiction - General||Fiction|
The Visitation	9780704339033	|Modern fiction||Popular English Fiction||Fiction|
Captain Snap and the Children of Vinegar Lane	9780531070383	|Social Issues - Friendship||Social Situations - Friendship||Children: Grades 2-3||Fiction||Children's 4-8 - Picturebooks||Friendship|
Crime Waves	9780533132720	|Mystery/Suspense||Suspense||Fiction|
All God's Children	9780533148172	|Psychology||Self-Help||Fiction||Personal Growth - Self-Esteem||General|
Groupie	9780711963184	|Modern fiction||Popular Culture - General||General||Music||Fiction - General||Rock musicians||Fiction||Groupies||Teenage girls|
Girl on the Run	9780792700609	|Large type books||Fiction - Mystery/ Detective||Large Print||Mystery & Detective - General||Fiction||Detective and mystery stories|
The Thief Who Couldn't Sleep	9780792723219	|Unabridged Audio - Fiction/Mystery||Mystery & Detective - Series||Audiobooks||Fiction||Audio Adult: Books On Tape||Suspense||Mystery & Detective - General|
Angel Landing (Superintendent Daiziel & Sergeant Pascoe Mysteries)	9780792728481	|General||Fiction||Unabridged Audio - Fiction/General||Audio Adult: Books On Tape||Mystery & Detective - General||Romance - Contemporary|
Semiautomatic	9780792732600	|Unabridged Audio - Fiction/General||Legal||Fiction||Mystery & Detective - General||Mystery & Thrillers / Thrillers||General||Thrillers||Audio - Fiction (Unabridged)|
Case Histories (Albert Campion Mysteries)	9780792733836	|General||Unabridged Audio - Fiction/General||Fiction||Literary|
AMY'S PEN PAL	9780553157727	|School stories||Social Issues - General||Honesty||Children's 9-12 - Fiction - General||Children: Babies & Toddlers||Juvenile Fiction / General||Fiction||Letter writing||Letter-writing|
Sensuous Perception	9780553216882	|General||Fiction||Fiction - General|
50 Great American Short Stories	9780553240238	|Literature - Classics / Criticism||Literary||Fiction|
Riders of Sidhe	9780553241754	|Fantasy||Science fiction||Science Fiction - General||Non-Classifiable||Fiction - Science Fiction|
Shrine of the Desert Mage	9780553272123	|Fantasy - General||Non-Classifiable||Fiction - Fantasy||Fantasy|
SECRET OF THE NINJA	9780553275650	|Plot-your-own stories||General||Children's 12-Up - Fiction - General||Children: Grades 4-6||Non-Classifiable||Fiction||Martial arts||Ninjutsu|
Being There	9780553279306	|Modern fiction||Fiction - General||Fiction||General||Fiction / General|
The Silver Touch	9780553283365	|London (England)||Historical - General||Bateman, Hester,||Fiction - Historical||Romance: Historical||History||Non-Classifiable||Bateman, Hester||1709-1794||18th century||Fiction|
Doc Savage Omnibus 13.  (# 178 - 182).	9780553286267	|Science Fiction - General||Non-Classifiable||Fiction - Science Fiction||Fiction|
Mansions of Limbo, The	9780553290752	|Modern fiction||Literature - Classics / Criticism||Fiction||Essays||Literary Criticism & Collections / Essays||General|
OUTLAW GULCH	9780553292954	|Adventure game-books / choose your own adventure||Fiction||Specimens||Children's 9-12 - Fiction - General||Children: Grades 1-2||General||Juvenile Fiction / General||Adventure and adventurers||Plot-your-own stories|
Doc Savage. # 188.	9780553295528	|Men's Adventure||Science Fiction - General||Non-Classifiable||Fiction||Fiction - Men's  Adventure||American Science Fiction And Fantasy||Science Fiction|
Belgravia	9780553404272	|Modern fiction||General||Fiction|
Bad Attitude	9780553442519	|Romance: Historical||Romance - Historical||Fiction||Fiction - Romance||Romance - General||Non-Classifiable|
Evening Class	9780553455540	|Fiction||Audio - Fiction - General||Audio Adult: Books On Tape||General||Fiction / General|
Sara's Homecoming (Road to Avonlea No. 12)	9780553480382	|Fiction||Children's 9-12 - Fiction - General||Children: Grades 4-6||General||Juvenile Fiction / General||Fathers and daughters||Prince Edward Island|
The Tick	9780553483017	|General||Juvenile Fiction / General||Ticks||Children: Grades 2-3||Fiction||Children's 9-12 - TV / Movie Tie-Ins||Adventure and adventurers||Heroes|
The Gator Ate Her (GS19) (Graveyard School)	9780553485165	|Humorous Stories||Fiction||Children's 9-12 - Fiction - Horror||Children: Grades 3-4||Horror & Ghost Stories||Juvenile Fiction / Horror & Ghost Stories||Alligators||Horror stories|
Too Late	9780553493429	|Fiction dealing with social issues||Juvenile Fiction||Custody of children||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||Social Situations - General||Social Issues - Adolescence||Social Issues - General||Juvenile Fiction / Social Situations / General||Cheerleading||Fathers and daughters||Fiction|
Last Highwayman, The	9780553560657	|Romance||Romance - General||Non-Classifiable||Romance: Historical||Fiction - Romance|
Princess of Thieves	9780553560664	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Non-Classifiable|
Warrior Bride	9780553565331	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / General|
Lady Reckless	9780553577471	|Romance||Romance - Time Travel||Historical - General||Fiction||Fiction - Romance||Romance: Historical||Romance - Contemporary||Fiction / Romance / Contemporary||Romance - Historical||Fantasy fiction|
House Corrino (Dune: House Trilogy, Book 3)	9780553580334	|Science Fiction||Fiction||Fiction - Science Fiction||Science Fiction - General||Fiction / Science Fiction / General|
Frankenstein (Paperback Classics)	9780794500900	|Literature - Classics / Criticism||Horror stories||Children: Grades 3-4||Juvenile Fiction||Monsters||Classics||Fiction|
Joseph	9780800710958	|Fiction||Joseph|
Little Yellow Digger (Little Vehicle Stories)	9780721419305	|Fiction||Transportation - General||Children's 4-8 - Picturebooks|
Dark Secrets	9780727859082	|Crime & mystery||Mystery & Detective - General||Fiction - Mystery/ Detective||Fiction|
Just Desserts	9780727861207	|Crime & mystery||Mystery & Detective - Police Procedural||Fiction - Mystery/ Detective||Mystery/Suspense||Fiction||Mystery & Detective - General||Fiction / Mystery & Detective / General||Fiction / Mystery/ Detective|
Song of the Heart	9780727861269	|Romance - Historical||Fiction - General||Fiction - Romance||Fiction||Sagas||Chronological Period/1900-1949||Cultural Region/British Isles||Fiction / Romance||Fiction / Romance / Historical|
The Seeds of Sin	9780727863898	|Historical fiction||English Historical Fiction||Fiction||Fiction - Romance||Romance - Historical||Civil War, 1642-1649||Fiction / Romance||Fiction / Romance / Historical||Great Britain||History||Man-woman relationships||Historical - General|
Dangerous Arrivals	9780727865182	|Adventure / thriller||Thrillers||Fiction / Espionage / Thriller||Fiction / Thrillers||Espionage/Intrigue||Sea Stories||Fiction||Fiction - Espionage / Thriller||Italy||Suspense fiction|
Street Parties	9780727873774	|Sagas||Fiction - General||Fiction||Fiction / Family Saga||Fiction / General||Large type books|
Ficciones	9780802130303	|Novels, other prose & writers||Fiction - General||Spanish||Fantasy||Short Stories (single author)||Fiction / Short Stories (single author)||Fiction|
The Dead Circus	9780802140173	|Historical - General||Fiction||Fiction - General||Literature: Classics||General||Fiction / Literary||Mystery & Detective - General|
Murphy	9780802150370	|Modern fiction||Classics||Fiction / Classics||Literature - Classics / Criticism||Fiction|
Jamaican Sunset (The Buccaneers Series #3)	9780802410733	|Modern fiction||Fiction - Religious||Fiction||Religious - General|
Dream Sleepers and Other Stories	9780582717794	|Popular English Fiction||Fiction|
Fish wish	9780590373395	|Fiction||Fish||Phonetic method||Readers (Primary)||Reading|
Underdog	9780590404068	|Animals - Dogs||Children: Grades 4-6||Dogs||Children's All Ages||Fiction||Orphans|
Lauren's New Friend	9780590431941	|General||Children: Grades 4-6||Fiction||Children's 9-12||Camping||Hiking|
Murder	9780735100343	|Suspense||Mystery & Detective - Women Sleuths||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General||Mystery fiction|
The Deadliest Option	9780735104044	|Mystery & Detective - Women Sleuths||Mystery/Suspense||Fiction|
Time for a Story	9780736900324	|Juvenile Fiction||Fiction||Christian life||Children's 4-8||Short stories||Children: Grades 2-3||Mores||Humorous Stories||Christianity - Christian Life - Character & Values||Devotional||Children's stories, American|
A Secret Design (Avalon Romance)	9780803497856	|Horse breeders||Fiction||Fiction - General||Romance: Modern||General||Romance - General|
Snowshoe Trek	9780803780569	|Camping||Children: Grades 4-6||Fiction||Nature|
Dot Dead	9780738708331	|Crime & mystery||Housekeepers||American Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General||Investigation||Fiction / Mystery & Detective / General||Crimes against||Computer industry||Employees||Murder|
Man over Mind	9780738865614	|Science Fiction||Science Fiction - Adventure||Fiction||Fiction - Science Fiction||Science Fiction - General|
The View from Mount Joy	9780739315934	|American Contemporary Fiction - Individual Authors +||Fiction||Abridged Audio - Fiction/General||General||Fiction / General||Audiobooks|
Lightning (Danielle Steel)	9780739315965	|Audiobooks||Abridged Audio - Fiction/Romance||Audio - Accessories / Miscellaneous||Fiction||Romance - Contemporary||Fiction / General||General|
Vanish	9780739316160	|Suspense||Mystery/Suspense||Audio - Mystery||Fiction||Abridged Audio - Fiction/Mystery||Psychological||Fiction / Suspense||Audiobooks|
The Traveler (Fourth Realm Trilogy, Book 1)	9780739320655	|Popular American Fiction||American First Novelists||Unabridged Audio - Fiction/General||Fiction||Fantasy - Contemporary||Fiction / General||Audiobooks||General|
The Terran Colonies	9780741407122	|Fiction anthologies & collections||Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction|
Collateral Damage	9780741412898	|Crime & mystery||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General|
Out of Town on a Rail	9780741413673	|General & Literary Fiction||Travelers||Biography / Autobiography||Fiction||Personal Memoirs|
Hunter and Ashby	9780741416681	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - Contemporary|
The Vineyard	9780743204262	|Sagas||Large print books||Fiction - General||Fiction||General||Romance - Contemporary||Fiction / General||Large type books|
The Boy on the Bus	9780743242219	|Modern fiction||Literary||Fiction - General||Fiction||Fiction / General||General|
Green Mansions	9780804900874	Fiction
A Magic Color Book	9780806906003	|School & Education||Juvenile Nonfiction||Color||Children's Books/Ages 4-8 Fiction||Toy and movable books||Children: Preschool||Specimens||Painting||Humorous Stories||JUVY-TODDLERS - JUVY-BABY NOVELTY||Juvenile Nonfiction / Art / General||Art - General||Fiction|
Ramona Forever	9780807210284	|Fiction||Readers - Beginner||Family - Multigenerational||Children's Audio - 9-12||Juvenile Fiction||Audio: Juvenile||Humorous Stories||Family life||Classics||Juvenile Fiction / General||Audiobooks||Children's audiobooks|
Friction	9780807216477	|Juvenile Fiction||Social Issues - Sexual Abuse||Fiction||Children's Audio - Young Adult||Social Situations - Friendship||Social Issues - Friendship||Audio: Juvenile||Social Issues - Adolescence||General||Juvenile Fiction / General||Social Situations - Sexual Abuse||Child sexual abuse||Social Situations - Adolescence||Teacher-student relationships||Children's audiobooks|
The Radio Mystery (Boxcar Children Mysteries)	9780807555460	|Radio broadcasting||Mysteries, Espionage, & Detective Stories||Juvenile Mysteries||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6||Orphans||Brothers and sisters||Fiction|
State of Siege	9780807609866	|Modern fiction||General||Fiction - General||Fiction|
