Title	ISBN	Subjects
Buchanan's Texas Treasure	9780708969601	|Fiction||Fiction - Western||Large Print||Westerns - General|
Ghosts	9780551031104	|Horror & ghost stories||Modern fiction||Religious - General||Fiction - General||Fiction||Christian - General||General||FICTION GENERAL CONTEMPORARY||Fiction / Religious|
Six Residua (Beckett Short)	9780714536637	|Modern fiction||Short stories||Short Stories (single author)||Fiction|
Five Past Midnight	9780792722267	|Suspense||Audio Adult: Books On Tape||Fiction||Unabridged Audio - Fiction/General||Action & Adventure||Historical - General||Audio - Fiction (Unabridged)|
Doctored Evidence	9780792732112	|Suspense||General||Fiction||Unabridged Audio - Fiction/Mystery||Mystery/Suspense||Mystery & Detective - General|
The Road To Ruin (Dortmunder Novels)	9780792732167	|Unabridged Audio - Fiction/Mystery||Mystery & Detective - General||Fiction||Mystery/Suspense||General||Suspense||Audio - Mystery|
Maisie Dobbs (Maisie Dobbs Mysteries)	9780792734604	|Mystery/Suspense||Mystery & Detective - General||Fiction||Unabridged Audio - Fiction/Mystery||Mystery & Detective - Historical||Mystery & Detective - Women Sleuths||Audiobooks|
The Switch	9780792799948	|Thrillers||Mystery & Detective - General||Fiction||Unabridged Audio - Fiction/Suspense & Thriller||Audio Adult: Books On Tape||Romance - Contemporary||Suspense|
Sea Mistress (Cordwainers)	9780552140973	|Modern fiction||Sagas||Fiction||Fiction - Romance||Romance - General||FICTION_ROMANCE_GENERAL||Fiction / Family Saga||Fiction / Romance / General|
Paradise Lane	9780552141413	|Modern fiction||Sagas||Romance: Modern||Fiction||Fiction - Romance||Romance - General|
No Peace For the Wicked	9780552150675	|Modern fiction||Mystery & Detective - Women Sleuths||Sagas||Fiction / Family Saga||Fiction - Mystery/ Detective||Fiction|
Nymphomation	9780552999069	|Modern fiction||Fiction - General||Fiction||General||FICTION_EROTICA||Fiction / Erotica||Fiction / General|
While the Sun Shines	9780552999663	|Modern fiction||Medical||Fiction - Psychological Suspense||Fiction||Humorous||FICTION_MEDICAL||Fiction / Humorous||Fiction / Medical||General|
It's Not the End of the World	9780553150902	|Divorce||Fiction|
GHOST IN THE ATTIC, THE (Haunting With Louisa, Book 1)	9780553158267	|General||Non-Classifiable||Fiction||Children's 9-12||Ghosts||Orphans||Children: Grades 4-6|
The Vampire State Building	9780553159981	|United States||General||Non-Classifiable||Presidents||Children's 9-12||Children: Grades 3-4||Bats||Children||Fiction|
Scruples	9780553199871	|General||Non-Classifiable||Fiction||Fiction - General|
Jane Eyre (Bantam Classics)	9780553211405	|Fiction||Literature - Classics / Criticism||Children: Grades 4-6||Literature: Classics||Classics||Fiction / Classics|
Fevers	9780553255577	|Non-Classifiable||Nonfiction - General||Fiction|
A Wizard of Earthsea	9780553262506	|Fantasy||Magic||Children's 12-Up - Fiction - Fantasy||Science Fiction, Fantasy, & Magic||Fiction / Fantasy / General||Fiction|
Nine Stories	9780553263602	|Non-Classifiable||Short Stories (single author)||Literature - Classics / Criticism||Fiction|
Caitlin	9780553268638	|Teenage romance||Young adult fiction||Fiction||Children's Books - Young Adult Fiction||Children: Young Adult (Gr. 7-9)||General||Non-Classifiable||Accidents||Human relations|
TERROR IN AUSTRALIA	9780553272772	|General||Non-Classifiable||Children: Grades 4-6||Fiction||Children's 12-Up - Fiction - General||Adventure and adventurers||Plot-your-own stories|
OPPOSITES ATTRACT	9780553290219	|Teenage romance||Fiction||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||General||Non-Classifiable||4-H clubs||Love|
Doc Savage. # 186.	9780553297485	|Men's Adventure||Science Fiction - General||Non-Classifiable||Fiction - Men's  Adventure||Fiction|
SCARLET BUTTERFLY	9780553442694	|Romance - General||Fiction||Fiction - Romance||Romance: Modern||Non-Classifiable||Romance - Contemporary|
Grub Line Rider	9780553452457	|Fiction||Westerns - General||Audio Adult: Books On Tape||Abridged Audio - Fiction/Westerns||Fiction / Westerns||Audio - Westerns||Audio adaptations||Audiobooks|
JESSICA PLAYS CUPID-P561359/4 (SVK #56)	9780553482072	|Social Issues - General||Juvenile Fiction / Social Situations / General||Twins||Children: Grades 4-6||Fiction||Children's 4-8 - Fiction - General||Babysitters||Sisters|
Answered Prayers	9780553502800	|Unabridged Audio - Fiction/General||Fiction||Unabridged Audio - Fiction/Romance||Audio Adult: Books On Tape||General||Romance - General||Fiction / General||Audiobooks||Psychological|
Raine's Story (The Pearls of Sharah #2)	9780553550214	|Fiction||Inheritance and succession||London (England)||Pearls||Romantic suspense fiction|
Frost at Christmas	9780553571684	|Mystery & Detective - Traditional British||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Fiction / Mystery & Detective / Traditional British||Mystery & Detective - General|
The Red Wyvern (Dragon Mage, Book 1)	9780553572643	|Fantasy - Series||Fiction||Fiction - Fantasy||Fantasy||Fantasy - Epic||Fantasy - Historical||Fiction / Fantasy / General|
Sticks & Scones	9780553578317	|Mystery fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - Women Sleuths||Fiction / Mystery & Detective / Women Sleuths|
A Choir of Ill Children	9780553587197	|Horror - General||Fiction||Fiction - Horror||Horror||Fiction / Horror|
Industrial Magic	9780553590166	|English Canadian Novel And Short Story||Science Fiction And Fantasy||Fiction||Fiction - General||Fantasy||Fantasy - Contemporary||Fantasy - Dark/Horror||Fiction / Fantasy / Contemporary||Occult||Occult fiction||Witches|
Beautiful Brides	9780794403614	|Movie Tie - In||Toys, Dolls, & Puppets||Holidays & Celebrations - Other, Nonreligious||Children's Baby - Boardbooks||Juvenile Fiction||Textured books||Children: Preschool||Specimens||Celebrations - Weddings||Juvenile Fiction / General||Barbie (Fictitious character)||Brides||Fiction|
Baby's Potty	9780794513627	|Preschool Concepts||Toy and movable books||Health & Daily Living - Toilet Training||Juvenile Fiction||Children's Books/Baby-Preschool||Toilet training||Children: Preschool||Specimens||Fiction|
Princess Madison and the Paisley Puppy	9780800718411	|Fiction||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Children: Grades 3-4||Religious - Christian||Juvenile Fiction / Religious / Christian||Animals - Pets||Fairy Tales & Folklore - General||Animals||Dogs||Infancy||Secrets|
God's man	9780801067297	|1509-1564||Calvin, Jean||Fiction||Reformation||Biographical fiction||Calvin, Jean,|
Dragonfly in Amber	9780553714517	|Romance - Historical||Audiobooks||Fiction||Abridged Audio - Fiction/Romance||Audio Adult: Books On Tape||Romance - Time Travel||Fiction / General||General|
Doubting Thomas	9780720611519	|Modern fiction||General||Fiction - General||Fiction||Literary|
Moura	9780727845306	|Romance: historical||Coffman, Virginia - Prose & Criticism||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Romance - General|
Blackstone and the Tiger (Inspector Blackstone Series)	9780727859334	|Crime & mystery||Mystery & Detective - General||Fiction - Mystery/ Detective||Fiction||Fiction / Mystery & Detective / General||Fiction / Mystery/ Detective||War & Military|
We'll Meet Again	9780727860217	|Romance: historical||Romance - Historical||Fiction - Romance||Fiction||Romance: Modern||Chronological Period/1940's||Cultural Region/British Isles||Fiction / Romance||Fiction / Romance / Historical||Romance - General|
The Somers Treatment (Severn House Large Print)	9780727874863	|Adventure / thriller||Science fiction||Fiction||Fiction - Espionage / Thriller||Thrillers||Fiction / Espionage / Thriller||Fiction / Thrillers||Topical/Physically Challenged|
The Tuesday Club	9780801850080	|Cultural studies||Other prose: 16th to 18th centuries||Social history||c 1700 to c 1800||History: American||18th Century American Novel And Short Story||Fiction - General||English||USA||Maryland||General||History / United States / State & Local / Middle Atlantic (DC, DE, MD, NJ, NY, PA)||Mid-Atlantic States||Annapolis (Md.)||18th century||Colonial period, ca. 1600-1775||Fiction||History||Tuesday Club (Annapolis, Md.)|
The Beautiful Mrs. Seidenman	9780802135025	|Modern fiction||Literature: Classics||Slavic (Language) Contemporary Fiction||Fiction||Fiction - General||Historical - General||Literary||Fiction / Historical||General|
Man with an Axe	9780802136039	|Crime & mystery||Mystery & Detective - Police Procedural||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - Series||Fiction / Mystery & Detective / General||Mystery & Detective - Hard-Boiled|
Lovers for a Day	9780802137470	|Klima, Ivan - Prose & Criticism||Fiction - General||Fiction||Short Stories (single author)||Literary|
Par Four	9780802733245	|Mystery & Detective - Series||Minnesota||American Mystery & Suspense Fiction||Fiction - Mystery/ Detective||Police||Mystery/Suspense||Mystery & Detective - Police Procedural||Fiction||Drug traffic||Hines, Jake (Fictitious charac||Hines, Jake (Fictitious character)|
Solstice	9780802769701	|Holidays & Festivals - Christmas||Search and rescue operations||Fiction||Literature (Young Adult)||Children's 12-Up - Fiction - General||Problem families||Children: Young Adult (Gr. 7-9)||Holidays & Celebrations - Christmas||Boys / Men||Family - General||Holidays & Celebrations - Christmas & Advent||Boats and boating||Fathers and sons|
The Mystery of the Disappearing Cat	9780583300032	Fiction
SOS Titanic	9780590139212	|Fiction||Historical - General||Transportation - Boats, Ships, & Underwater Craft||Transportation - Boats/Underwater||Children's 12-Up - Fiction - History|
Adventures in Babysitting (Point)	9780590412513	|Parenting - Child Rearing||Fiction||Movie/Tv Tie-Ins||Children's 12-Up - Family||Baby sitters|
Here Comes the Cat!	9780590418546	|Fiction||General||Children: Grades 2-3||Children's Books/Ages 4-8 Fiction||Juvenile Fiction||Mice||Children's 4-8||Cats||Friendship||Russian language materials|
102 Dalmatians	9780736402088	|Parties||Juvenile Fiction||Dalmatian dog||Children's Baby - Boardbooks||Children: Preschool||Movie Tie - In||Animals - Dogs||Juvenile Fiction / Movie or Television Tie-In||Dogs||Fiction|
The Masked Ball (Pictureback(R))	9780736411820	|Fiction||Masquerades||Children: Grades 1-2||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Masks (Facial)||JUV012030||JUV||Fairy Tales & Folklore - General||Performing Arts - Dance||Juvenile Fiction / Fairy Tales & Folklore / Single Title||Balls (Parties)|
The Incredibles Movie Storybook	9780736422697	|Juvenile Fiction||Heroes||Children: Preschool||Children's Books/Ages 9-12 Fiction||Science Fiction, Fantasy, & Magic||Movie Tie - In||Interactive Adventure||Action & Adventure - General||Juvenile Fiction / Movie or Television Tie-In||Adventure and adventurers||Family||Fiction|
The Big Game	9780736423229	|Heroes||Movie Tie - In||Fathers and sons||Preschool Picture Story Books||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Children: Kindergarten||Humorous Stories||Fiction||Action & Adventure - General||Animals - General||Juvenile Fiction / Movie or Television Tie-In||Baseball|
MASKS AND FACES (Bel Air General, No 3)	9780804100441	|Non-Classifiable||Nonfiction - General||Fiction|
O-Zone	9780804101516	|General||Non-Classifiable||Fiction - General||Fiction|
COOL BREEZES #4 (Endless Summer, No 4)	9780804102445	|General||Non-Classifiable||Fiction||Juvenile Fiction||Children's Books - Young Adult|
Lethal Genes (Catherine Sayler Mystery)	9780804115582	|Mystery & Detective - Women Sleuths||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Fiction / Mystery & Detective / General||Mystery & Detective - General|
Vigilantes	9780738805801	|Westerns||Westerns - General||Fiction - General||Fiction||General|
Blood of the Helgsberg Diamonds	9780738835204	|Mystery/Suspense||Fiction||Fiction - Espionage / Thriller||Espionage/Intrigue||Adventure / thriller||Crime & mystery||Suspense|
The Whisper of Wings	9780738844077	|General||Fiction||Fiction - General||Romance: Historical||Romance||Historical||Romance - Historical|
War Days	9780738845043	|War fiction||Italy||Fiction - Historical||History: World||War & Military||Historical - General||Fiction||Africa, North||Americans||World War, 1939-1945|
A Poor Wise Man	9780738848464	|Romance||Romance: historical||Romance - Gothic||Fiction||Fiction - General||Romance: Gothic||General|
A Clash of Kings (Martin, George R. R. Song of Ice and Fire, Bk. 2.)	9780739308707	|Martin, George R. R. - Prose & Criticism||Fiction||Unabridged Audio - Fiction/General||Audio Adult: Books On Tape||Fantasy - Epic||Fiction / Fantasy / Epic||Audiobooks|
Rage (Jonathan Kellerman)	9780739309728	|Mystery/Suspense||Audiobooks||Fiction||Abridged Audio - Fiction/Mystery||Suspense||Mystery & Detective - Series||Fiction / Suspense||Audio - Mystery|
Babylon Rising	9780739319116	|Religious - Apocalyptic||Audio - Fiction - General||Abridged Audio - Fiction/General||Fiction||Religious - General||Christian - Futuristic||Fiction / General||Audiobooks|
The Argos Incident	9780741403537	|Science fiction||Fiction - Science Fiction||Fiction||Science Fiction - General|
Shadow Walkers	9780741424211	|Crime & mystery||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General|
Using What You Got	9780743246156	|Modern fiction||American Light Romantic Fiction||Fiction||Fiction - General||Romance: Modern||General||Fiction / General||Romance - Contemporary|
What Goes Around Comes Around	9780743295994	|Romance - General||General||Fiction||Fiction - Romance|
The Ultimate Dinosaur	9780743400060	|Science fiction, American||Life Sciences - Evolution||Science||Science/Mathematics||Dinosaurs & Prehistoric Creatures||Paleontology||Dinosaurs & the prehistoric world||Non-Classifiable||Palaeontology||Popular science||Fiction||Dinosaurs|
Hollywood Wives - The New Generation	9780743423687	|Literary||Fiction - General||Fiction||General||Fiction / General|
The War That Never Was	9780743474511	|Fiction - Espionage / Thriller||Fiction||Espionage/Intrigue||Thrillers||Adventure / thriller||Fiction / War||War fiction||Action & Adventure|
Sleepside	9780743498050	|Collections & anthologies of various literary forms||Fantasy||Short Stories (single author)||Fantasy fiction||Fiction||Fiction - Fantasy||Short stories||Fantasy - Short Stories||Fiction / Fantasy / General||Fantasy - General|
Imperium	9780743555159	|Unabridged Audio - Fiction/General||Political||Cicero, Marcus Tullius||Fiction||Historical - General||ca. 104-4 B.C.||Tiro, M. Tullius||Fiction / Historical||Audiobooks||(Marcus Tullius),|
Jo Lane	9780745119007	|Romance||Fiction||Large type books||Nurses|
The Silver Hand (Song of Albion trilogy, Book 2)	9780745925103	|Fiction - Fantasy||Fiction||Fantasy||Fantasy - General||FICTION_FANTASY_GENERAL||Fiction / Fantasy / General|
Small Vices (A&B Crime)	9780749005078	|Crime & mystery||Mystery & Detective - General||Fiction||Fiction - General||Mystery/Suspense||General|
The Riddle of the River (Vanessa Duncan) (Vanessa Duncan)	9780749080112	|Crime & mystery||English Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General||Mystery & Thrillers / Mystery||Fiction / Mystery & Detective / General||Mystery & Detective - Women Sleuths||Duncan, Vanessa (Fictitious character)||Missing persons||Women private investigators|
Simon the Coldheart	9780749305215	|General||Fiction||Fiction - General|
Anastasia, Ask Your Analyst	9780808551690	|Social Issues - General||Children: Grades 3-4||Fiction||Children's Books/Ages 9-12 Fiction||Brothers and sisters||Gerbils|
Weird Trails	9780809501540	|Graphic novels||Fiction||Fiction - Fantasy||Fantasy||Fantasy - Short Stories||Fiction / Fantasy / Short Stories|
Pulp Classic	9780809511389	|Adventure / thriller||Fiction||Fiction - General||Action & Adventure||Fiction / Action|
New Orleans Confidential	9780809556885	|Mystery & Detective - Hard-Boiled||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General|
Little Fuzzy	9780809562718	|Graphic novels||Science Fiction||Science Fiction - Adventure||Fiction||Fiction - Science Fiction||Science Fiction - Series||Fiction / Science Fiction / Adventure|
In the Empire of Shadow (Three World Trilogy, No. 2)	9780809589173	|Classic fiction||Fiction||Fiction - Fantasy||Science Fiction||Fantasy - General||Science Fiction - General|
Friday's Child	9780754054443	|Historical fiction||Romance||General||Fiction||Unabridged Audio - Fiction/Romance||Audio Adult: Books On Tape||Romance - Regency|
Ruth	9780754055877	|Classic fiction||Unabridged Audio - Fiction/General||Classics||Fiction||Audio Adult: Books On Tape||General|
Leave Your Mark Here	9780811825498	|Children's stationery & miscellaneous items||Fiction||Juvenile Fiction||Blank Books / Diaries / Memory Books||Children: Young Adult (Gr. 7-9)||Non-Classifiable||Journals||Social Issues - Emotions & Feelings|
Snow in July	9780812093360	|Juvenile Easy Readers||Readers - Beginner||Children: Preschool||Snow||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Magic||Children: Grades 1-2||Fiction||Animals - General||Science Fiction, Fantasy, & Magic||Juvenile Fiction / Readers / Beginner||Animals||Summer|
Thunderland	9780758202468	|Fantasy||Horror & ghost stories||Suspense||Fiction - Psychological Suspense||Fiction||Fiction / Literary||Literary|
If There Be Pain	9780758211590	|Modern fiction||Popular American Fiction||Fiction||Fiction - Romance||Romance - General||Fiction / General||General|
My Immortal Highlander	9780758212924	|Romance: Historical||American Light Romantic Fiction||FIction||Fiction - Romance||Romance - Fantasy||Fiction / Romance / Historical||Romance - Historical||Brothers||Twins||Vampires|
Hot Chocolate	9780758214577	|Erotic fiction||Short Story||Fiction||Fiction - Romance||Romance - General||Fiction / Erotica||Erotica - General|
Succubus Blues	9780758216410	|American Light Romantic Fiction||Fiction||Fiction - Fantasy||Romance: Modern||Fantasy - Contemporary||Humorous||Fiction / Fantasy / General||Romance - Paranormal|
Double Dating with the Dead	9780758217653	|Romance||American Light Romantic Fiction||Fiction||Fiction - Romance||Romance: Modern||Romance - Contemporary||Romance - Paranormal|
Valley of the Vapours (Janet Dailey Americana)	9780759238435	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - General|
Child's Play	9780759248793	|Adventure / thriller||Modern fiction||Fiction - General||Fiction||Action & Adventure|
Queen of the Spinners	9780759612662	|Fantasy||Fiction - Fantasy||Fiction||Fantasy - General||Fiction / Fantasy / General|
Host to Homicide	9780759615670	|Crime & mystery||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / Mystery & Detective / General|
Lethifer	9780759657885	|Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction||Fiction / Science Fiction / General|
A Reluctant Patriot	9780759661196	|Adventure / thriller||General & Literary Fiction||Fiction - General||Fiction||Action & Adventure|
