Title	ISBN	Subjects
Knock, Knock! It's Pooh! (Busy Book)	9780736410045	|Juvenile Fiction||Toys, Dolls, & Puppets||Fiction||Children's Baby - Picturebooks||Toy and movable books||Children: Preschool||Specimens||Friendship||Action & Adventure||Action & Adventure - General||Animals - Bears||Juvenile Fiction / Animals / Bears||Winnie-the-Pooh (Fictitious character)||Concepts - General|
Charlie Don't Live Here Anymore (Night Fighters, No 6)	9780804103138	|Vietnam War, 1961-1975||History - Military / War||Fiction||Military - Vietnam War||History / Military / Vietnam War|
Empress in the Wrinkle of Time	9780738817521	|Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction|
Chastity	9780738817644	|Modern fiction||Westerns||Fiction - Western||Fiction||Westerns - General|
The Timeless Young	9780738842233	|Westerns||Westerns - General||Fiction||Fiction - Western|
Eyes of the Blind	9780738853185	|European history: Second World War||The Holocaust||Historical - Holocaust||Blind||Biography & Autobiography||Biography / Autobiography||Music teachers||Biography/Autobiography||Europe||Holocaust||General||Fiction||Jewish women||Medical students|
Medstar I: Battle Surgeons (Star Wars: Clone Wars Novel)	9780739303238	|Science Fiction - Star Wars||Audio Adult: Books On Tape||Fiction||Abridged Audio - Fiction/Science Fiction & Fantasy||Fiction / Science Fiction / Space Opera||Audio - Science Fiction / Fantasy||Science Fiction - Space Opera|
Victorine	9780739310731	|Romance: Historical||Fiction||Abridged Audio - Fiction/General||General||Fiction / General||Audiobooks||Romance - Historical|
Force of Nature	9780739327173	|American Light Romantic Fiction||Fiction||Fiction - Romance||Romance - Suspense||Fiction / Romance / Suspense||Large type books||Private investigators|
Vanishing Act	9780739336588	|Juvenile Mysteries||Sports & Recreation - Miscellaneous||Journalists||Juvenile Fiction||Children's Audio - 9-12||Sports & Recreation - General||Children: Grades 4-6||Mysteries, Espionage, & Detective Stories||Classics||Juvenile Fiction / General||Children's audiobooks||U.S. Open Championships, New York, N.Y.||Fiction||Children's 9-12 - Fiction - General|
After Dark	9780739343067	|General||Fiction / General||Fiction||Unabridged Audio - Fiction/General||Audiobooks|
A Certain Justice	9780739343807	|James, P.D. - Prose & Criticism||Fiction||Fiction - Mystery/ Detective||Unabridged Audio - Fiction/Mystery||Mystery/Suspense||Mystery & Detective - General||Fiction / Mystery & Detective / General||Audiobooks|
The monarchs of Sol	9780739433881	|Black holes (Astronomy)||Fiction||Immortality||Science fiction|
Billy to California or Bust!	9780741425744	|Historical fiction||Fiction||Fiction - Historical||Historical - General|
Spirit Dump	9780742000063	|General||Fiction||Fiction - General|
Angel Maker	9780805055290	|General||Fiction - General||Fiction|
All Whom I Have Loved	9780805241778	|Soviet Union||Jews||Hebrew (Language) Contemporary Fiction||Fiction||Fiction - General||Holocaust, Jewish (1939-1945)||Ukraine||Literary||General||Fiction / Literary||Antisemitism||Europe, Eastern|
Balloon	9780806929217	|Synonyms and antonyms||Fiction||Children: Preschool||Juvenile Nonfiction||Children's Baby - Boardbooks||JNF013050||JNF||Animals - Cats||Concepts - Opposites||Juvenile Nonfiction / Concepts / Opposites||LITERATURE - LIT CLASSICS TRD PB||Cats||English language|
Crystelle Mourning	9780743277594	|African American Novel And Short Story||Fiction||Fiction - General||Literary||Fiction / General||Urban Life|
Tales of the Slayer, Volume 1	9780743400459	|Horror & Ghost Stories||Science fiction||Short stories||Science Fiction, Fantasy, & Magic||Horror / Ghost Stories (Young Adult)||Vampires||Horror tales, American||Juvenile Fiction||Horror - General||Movie-TV Tie-In||Juvenile Fiction / Movie or Television Tie-In||Horror fiction||Movie Tie - In||Fiction|
The Official Wizard of Oz Centennial Edition	9780743412988	|Children's literature studies: general||Classic fiction||Fantasy||Wizard of Oz||Fantasy fiction||Children's 9-12 - Literature - Classics / Contemporary||Fiction||Science Fiction, Fantasy, & Magic||Literature: Classics||Oz (Imaginary place)||Classics||Fiction / Fantasy / General||Baum, L. Frank||Fantasy - General||(Lyman Frank),||1856-1919.|
Final Fantasy	9780743423519	|Science fiction||Fiction||Children: Grades 3-4||Juvenile Fiction||Children's 9-12 - Fiction - Science Fiction||Spirits||Science Fiction, Fantasy, & Magic||Action & Adventure||Action & Adventure - General||Movie Tie - In||Juvenile Fiction / Movie or Television Tie-In||Disasters||Extraterrestrial beings|
Mr. Candid	9780743429061	|Adventure / thriller||Modern fiction||Thrillers||English Mystery & Suspense Fiction||Fiction||Fiction - Psychological Suspense||Mystery/Suspense||Mystery & Detective - General||Psychological||FICTION_PSYCHOLOGICAL||Fiction / Psychological||Fiction / Thrillers||SERIAL MURDERS_FICTION|
Nightbringer	9780743442992	|Science Fiction - Series||Fiction - Science Fiction||Fiction||Fantasy - General||Fiction / Fantasy / General||Science fiction|
Eight Black Horses	9780743463089	|Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - Police Procedural||Fiction / Mystery & Detective / Police Procedural|
The Summer I Dared	9780743469852	|Fiction - General||Fiction||General||Fiction / General|
Calder Born, Calder Bred	9780743482905	|Romance - General||Fiction - Romance||Fiction||Sagas||General|
Hell's Faire (Posleen War Series #4)	9780743488426	|Science Fiction||Science Fiction - Space Opera||Science Fiction - Adventure||Fiction||Fiction - Science Fiction||Science Fiction - Military||Fiction / Science Fiction / General||Science Fiction - General|
Melody	9780743495134	|Modern fiction||Fiction|
Untitled Alienist Novel	9780743551540	|General||Fiction||Abridged Audio - Fiction/General||Fiction / General|
Bag Of Bones	9780743551755	|Unabridged Audio - Fiction/Suspense & Thriller||King, Stephen - Prose & Criticism||Fiction||Horror||Suspense||Fiction / Suspense||Horror - General||Abridged Audio - Fiction/Mystery|
Step by Wicked Step	9780745125176	|Fiction||General||Juvenile Fiction||Children's Audio - 4-8||Audio - Children's|
Gaslight in Page Street	9780747236900	|Modern fiction||Sagas||Fiction||FIC||FIC000000||General|
The Lazarus Strain	9780749081584	|Adventure / thriller||English Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General||Thrillers||Mystery & Thrillers / Thrillers||Fiction / Thrillers||Medical|
The Reptile Room (A Series of Unfortunate Events, Book 2)	9780749746124	Fiction
The Devil's Mercenary	9780750522762	|General & Literary Fiction||Romance: Modern||Fiction||Fiction - Romance||Romance - General|
Madeline (Caldecott Honor Books)	9780808523222	|Classics||People & Places - Europe||Stories in rhyme||Fiction||Children's Books/Ages 4-8 Fiction||Sick||Children: Grades 2-3|
General from the Jungle	9780809001132	|General||Fiction||Fiction - General|
Robert E. Howard's Gates Of Empire	9780809515509	|Graphic novels||Short stories||Fiction||Fiction - General||Fantasy||Short Stories (single author)||Fiction / Adventure||Fantasy - Short Stories||Action & Adventure|
K	9780809593422	|Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / Mystery & Detective / General|
The After House	9780809593453	|General||Fiction / General||Fiction - General||Fiction|
The Haunted Man and the Ghost's Bargin	9780809597666	|General & Literary Fiction||Horror & ghost stories||Literary||Fiction - Horror||Fiction||Ghost|
Tree of Angels	9780752865348	|Modern fiction||20th Century American Novel And Short Story||Fiction - General||Fiction||Literary||FICTION_GENERAL||Fiction / General||Fiction / Literary||RUSSIA (FEDERATION)_FICTION||Sagas||Domestic fiction||Russians|
Reaper Man (Discworld Novels)	9780753100196	|Fantasy||Science fiction||Fiction||Unabridged Audio - Fiction/General||Audio Adult: Other||Fantasy - Series||Science Fiction - General|
The Lonely One	9780753161210	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - General|
Gerald and Elizabeth	9780753165676	|Romance||General||Fiction - General|
Riding the Pony Express (Saddles, Stars, and Stripes)	9780753460016	|Historical - United States - General||Juvenile Historical Fiction||Fiction||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 3-4||Horses||Historical - United States - 19th Century||Juvenile Fiction / Historical / United States / General||Children's 9-12 - Fiction - Historical||Orphans||Animals - Horses||Family - Siblings||Brothers and sisters|
Duplicate Death	9780754085645	|FIC022030||FIC||Mystery & Detective - Traditional British||Mystery/Suspense||Fiction|
The Mystery of 31 New Inn	9780755103706	|Crime & mystery||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General|
The Jester	9780755300204	|Historical adventure||Historical fiction||Fiction|
T. J. Westin, Man of the House	9780756903558	|United States - Mid Atlantic - New York City||Game shows||Juvenile Fiction||Children's Books/Ages 9-12 Nonfiction||Children: Grades 4-6||Fiction||General|
The Problem Child (The Sisters Grimm, Book 3)	9780810949140	|Adventure stories||Fantasy||Science Fiction, Fantasy, & Magic||Grandmothers||Juvenile Mysteries||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Parents||Children: Grades 4-6||Mysteries, Espionage, & Detective Stories||Juvenile Fiction / General||Juvenile Fiction / Science Fiction, Fantasy, Magic||Sisters||Family - Siblings||Fiction|
The Christ of Fish (English Published)	9780811214193	|General & Literary Fiction||Modern fiction||Hebrew (Language) Contemporary Fiction||Fiction - General||Fiction||FIC||FIC000000||General|
The Book of Happiness	9780811215039	|Literary||Fiction - General||Fiction||General|
Waltz of the Scarecrows	9780811840781	|Fiction||Picture books||Lifestyles - Farm Life & Ranch Life||Preschool Picture Story Books||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Children: Grades 1-2||Family - Multigenerational||Juvenile Fiction / Family / Multigenerational||Scarecrows|
Little Ladybug	9780811848480	|Special book types||Insects||Children: Kindergarten||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Toy and movable books||Specimens||Animals - Insects  Spiders  etc||Fiction||Ladybugs|
What Goes Around	9780758209733	|Novel||Fiction - Romance||Fiction||Romance - Contemporary||Fiction / Romance / Contemporary||General||England||London||Man-woman relationships||Young women|
The Two in Hiding (Night-Threads)	9780759218963	|Fantasy||Fiction - Fantasy||Fiction||Fantasy - General|
Star Blockade	9780759649620	|Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction||Fiction / Science Fiction / General|
Pride & Loyalty	9780759650893	|General & Literary Fiction||Mystery & Detective - General||Fiction - Mystery/ Detective||Fiction||Legal||Fiction / Mystery & Detective / General||Fiction-Legal|
Rack Focus	9780759673687	|General & Literary Fiction||Fiction - General||Fiction||Lesbian||Fiction / Lesbian|
The Unknown Fate of the World Volume II	9780759689176	|Science fiction||Fiction - Science Fiction||Fiction||Science Fiction - General||Fiction / Science Fiction / General|
Birds of a Feather	9780759694408	|General & Literary Fiction||Fiction - General||Fiction||General|
