Title	ISBN	Subjects
Daughters of the Mersey	9780750538992	|World War, 1939-1945||Fiction||Social conditions|
Disney the lion king	9781472341532	|Disney characters||Juvenile fiction||Fiction|
The end of vandalism	9781910400050	|Triangles (Interpersonal relations)||Fiction|
Felaheen	9780575083684	|Ashraf Bey (Fictitious character)||Fiction|
Fields of fire	9780583133319	|Vietnam War, 1961-1975||Fiction|
Fifth victim	9780373062744	|Charlie Fox (Fictitious character)||Fiction|
The golden gnome	9781847827159	|Private investigators||Fiction||Land tenure||Family secrets|
A good year	9781405610148	|English fiction||Fiction||Social life and customs||Manners and customs|
Horace and the Christmas mystery	9781845027919	|Horace (Fictitious character : Magnusson)||Juvenile fiction||Haggis||Fiction||Miscommunication||Christmas|
Invitation to Provence	9781843957119	|Fiction||Social life and customs||Manners and customs|
Iron Jack rides	9780709073086	|Pony express||Fiction|
Too many rabbits		|Pets||Fiction||Animals||Rabbits|
As time goes by	9780007209682	|Fiction||World War, 1939-1945||Women||Great Britain. Auxiliary Territorial Service||Great Britain|
Freedom	9781429979436	|Middle class families||Fiction||City and town life||Husband and wife||Environmentalists||Domestic fiction||FICTION||Literary||Family life||Married people||Domestic relations|
Jamrach's menagerie	9781443405164	|Boys||Fiction||Whaling||Sailors||Male friendship||Shipwreck survival||Explorers||Seafaring life||Animal specialists|
Last stand at Majuba Hill	9780750527460	|Fiction||History||Simon Fonthill (Fictitious character)||Soldiers||Majuba Hill, Battle of, South Africa, 1881||Great Britain. Army||Great Britain|
The Legend of Diamond Lil	9780061779978	|Animals||Fiction||Search dogs||Rescue dogs||Show dogs||Watchdogs||Chickens||Opossums|
Library of the dead	9780099542544	|Serial murders||Fiction||Libraries||Monasteries|
Look through my window	9780006480785	|Friendship||Juvenile fiction||Families||Family life||Fiction|
Love finds you in Paradise, Pennsylvania	9781616640064	|Veterinarians||Fiction||Amish||Legal stories||Large type books|
Of human bondage	9780749303440	|Fiction||English fiction|
Perfect wives	9781444726213	|Friendship||Fiction||Mothers and sons||Single mothers||Actresses|
The promise of happiness	9781847562012	|Sisters||Fiction|
Reach for your guns	9781445850832	|Frontier and pioneer life||Fiction|
The Saturday Supper Club	9781444814408	|Man-woman relationships||Fiction||Sisters||Fathers and daughters||Dinners and dining||Clubs|
Scandal at the Dower House	9780709094012	|Illegitimate children||Fiction||Widows||Sisters||FICTION||Romance||Historical||General|
Searching for Grace Kelly	9780751560084	|Fiction||History|
Shapes	9781403777423	|Shapes||Juvenile literature||Board books||Fiction|
Step inside the little Christmas tree	9781905212309	|Christmas trees||Juvenile fiction||Christmas stories||Toy and movable books||Specimens||Forest animals||Fiction|
Through a narrow door	9781847820617	|Fiction||Policewomen|
The time of the lawman	9780709072560	|Fugitives from justice||Fiction|
Trail trouble	9781590774304	|Fiction||Man-woman relationships||Betrayal||Western stories||Pinkerton's National Detective Agency|
Wildflower Hill	9781611299144	|Ballerinas||Fiction||Sheep ranches||Families||Large type books|
William Walker's first year of marriage	9781444805062	|Married people||Fiction||Marriage|
Wyoming bold	9781624909603	|Psychics||Fiction||Women||Psychic ability||Ranching||Man-woman relationships|
No roof but heaven	9780312926397	|Frontier and pioneer life||Fiction|
Kolby the skating bear from Kalamazoo!	9781933660004	|Bears||Juvenile fiction||Skating||Friendship||Fiction||Ice skating|
Playboy Doc's Mistletoe Kiss	9780263260984	|Man-woman relationships||Fiction|
Dr. Jekyll and Mr. Hyde	9780307290809	|English literature||Fiction|
Into the fire	9781939765000	|First loves||Fiction||Phoenix (Mythical bird)|
The calling of Mother Adelli	9781496186553	|Nuns||Fiction||Catholic schools||Boarding schools||Problem youth||Nineteen forties|
Brightstar	9780340682760	|Weapons of mass destruction||Fiction|
A Greek escape	9780263232288	|Greeks||Fiction||Mistaken identity||Man-woman relationships|
One morning like a bird	9781407432076	|Poets||Fiction||Young men||Social conditions||Social life and customs||Manners and customs||Social aspects|
The tree bride	9788129117991	|Women||Fiction||Arranged marriage||Women revolutionaries||Married women||Sisters||East Indian American women||Women immigrants||Emigration and immigration|
Congratulations, Chief Horse	9781595813824	|Christian police officers||Fiction|
The gilded lily	9780330543439	|Fiction||History|
Just visiting	9781633920538	|Friendship||Fiction||Young women|
A well-pressed shroud	9780094804203	|Montague Pluke (Fictitious character)||Fiction||Police||Murder|
Comanche dawn	9780719812323	|Texas Rangers||Fiction||Malicious accusation|
The history of things	9781905494187	|Divorced men||Fiction||Social conditions|
What do you do in the dark--	9781419655579	|African American women||Fiction||Man-woman relationships|
The boys of Sabbath Street	9780988418127	|Magicians||Fiction||Mayors||Arson||Fire investigation|
Soldier ants of war	9781449089214	|War stories||Youth and war||Fiction||Politics and war|
Time, Space and Phantasy	9781317723578	|Psychoanalysis||Time perception||Space perception||Fantasy||Imagination||Memory||Sex (psychology)|
The alchemist's cat		|Cats -- Juvenile fiction||Survival -- Juvenile fiction||Apprentices -- Fiction||Alchemy -- Fiction||Cats -- Fiction||Survival -- Fiction||Fantasy||London (England) -- History -- 17th century -- Fiction||Great Britain -- History -- Charles II, 1660-1685 -- Fiction|
Confessions of Zeno	9781494988357	|Merchants||Fiction|
Treasure	9781503054066	|Horses||Fiction||Animal rescue||Little Brook Farm (Old Chatham, N.Y.)|
The killing house	9780708941119	|Terrorism||Fiction||Politics and government|
The lotus people	9781919855073	|West Indians||Fiction||Immigrants||South African fiction|
A crate full of lemons	9781499503937	|Twins||Fiction||Brothers|
The secret garden	9780751372106	|Orphans||Fiction||Gardens||People with disabilities|
Malarky	9781780743592	Fiction
The riddle of the wren		Fantasy
Willow Creek home	9780585234861	|Frontier and pioneer life||Fiction||JUVENILE FICTION||General|
You'll miss me when I'm gone	9780440204855	|Alcoholism||Fiction||Emotional problems||Dysfunctional families||Self-acceptance||Family problems|
Watch for the whirlwinds	9781507697610	|Whirlwinds||Fiction||Abused children||Families||Life change events|
In the beginning the dance	9780615497525	|Pueblo Indians||Fiction||Vision quests||Indian magic||Spiritual healing|
The dark eagles	9780615571324	|Fundautum (Imaginary place)||Fiction||Maps|
Siren	9780732285135	Fiction
Hair of the Dog	9781943383856	|Fiction, mystery & detective, general||Crime|
On nature's terms	9781533500397	|Mountain lions||Fiction|
So L.A.	9780985129439	|Women||Fiction|
Lost & found	9780147517739	|Girls||Fiction||Abandoned children|
Bryant & May and the memory of blood	9780750537117	|Fiction||Police|
Crocodile tears	9781406358865	|Juvenile fiction||Genetically modified foods||Charities||Bioterrorism||Orphans||Spy stories||Fiction||Spies|
No sugar coating shit	9781518865718	|African American women||Fiction||Man-woman relationships|
Bitter crossroad	9781492986416	|Amish||Fiction|
Finishing touches	9780446695633	|Death||Fiction||Friendship|
Something borrowed	9780753171318	|Birthparents||Fiction||Identification||Young women||Large type books|
Yentaville	9780984545674	|Crime||Business|
Rsky Bzns	9781943003624	|Crime||Psychology|
Supreme Injustice	9780930472603	|Fiction, historical, general||Crime|
The book of Khalid	9781781391433	|Historical fiction||City and town life||Fiction|
Playing with stars	9780747259848	|Fiction||Actresses||Secrecy||Swan Theatre (London, England)|
Blood of the white witch	9781463764265	|Witches||Fiction||Warlocks|
B.U.G.	9781519711090	Fiction
TRACKRS	9781736253410	|Crime||Law|
Finding Eden	9781937809287	|Zombies||Fiction||Good and evil||Romans, nouvelles|
Songs that sound like blood	9781922142658	|Australian Bildungsromans||Self-actualization (Psychology) in adolescence||Fiction||Identity (Psychology) in youth||Women singers||Popular music||Actualisation de soi chez l'adolescent||Romans, nouvelles||Identité chez les jeunes||Chanteuses||Musique populaire||Music||Musicians||Singers||Literature and stories||Juvenile||Psychology||Self concept||Cognition||Perception||Social identity|
The real you	9781517488468	|Actresses||Fiction||Man-woman relationships||Romance fiction||Actrices||Romans, nouvelles||Relations entre hommes et femmes|
Spaghetti with the Yeti	9780545931496	|Yeti||Juvenile fiction||Pasta products||Fiction||Spaghetti||Stories in rhyme||Yéti||Romans, nouvelles, etc. pour la jeunesse||Pâtes alimentaires|
Clidepp requital	9781619310254	|Fiction||Space warfare||Romans, nouvelles||Guerre spatiale|
Find it book	9781474857451	|Nursery rhymes||Fiction||Characters in literature||Picture puzzles|
Pity the lonely dreamers	9780753192450	Fiction
The family tree	9780170098519	|Readers||Photographs in genealogy||Computers and children||Photographs||Fiction||Genealogy|
Cyprus with a Knife	9781956286915	|Fiction, thrillers, general||Crime|
Amsterdam with a Noose	9781956286793	|Fiction, thrillers, general||Crime|
Winds of heaven	9781935216063	|Lesbians||Fiction||Pregnancy||Lesbiennes||Romans, nouvelles||Grossesse|
Call me crazy	9781484809181	|Manic-depressive illness||Fiction||Mental illness||Psychiatric hospitals||Man-woman relationships||Authors||Bipolar disorder||Troubles bipolaires||Romans, nouvelles||Maladies mentales||Relations entre hommes et femmes|
City of blight	9780997831788	|Fiction||Murder||Meurtre||Romans, nouvelles|
Catalyst	9780997505504	|Apocalyptic literature||Fiction||Dystopias||Science fiction||Littérature apocalyptique||Romans, nouvelles||Dystopies|
Everybody's Best Friend	9781635768329	Crime
The Road King chronicles	9781942739005	|Motorcyclists||Fiction||Retired military personnel||Murderers||Motocyclistes||Romans, nouvelles||Militaires retraités||Meurtriers|
Cougar's first christmas	9781942211105	|Werewolves||Fiction||Man-woman relationships||Loups-garous||Romans, nouvelles||Relations entre hommes et femmes|
The last frontier		|Cheyenne Indians||Fiction|
The modern novel		|Stream of consciousness fiction||Fiction||History and criticism|
Obsession	9781605045580	|Police||Fiction||Married people||Couples mariés||Romans, nouvelles|
Fiction and Social Research	9781299133396	|Social sciences, research||Social sciences, methodology||Literature and society||Fiction||Ethnology|
Dark rising	9781632990341	|Teenage girls||Fiction||Archangels||Human trafficking||Good and evil||Redemption||Adolescentes||Romans, nouvelles||Archanges||Traite des êtres humains||Rédemption|
Fenwick houses	9780708907269	|Large type books||Working class||Fiction||Livres en gros caractères||Travailleurs||Romans, nouvelles||Large print books|
African short stories	9789783603578	|Short stories, African (English)||Fiction|
Voyage to a phantom city	9781587903427	|Travel||Fiction||Quests (Expeditions)||Geographical myths||Voyage||Romans, nouvelles||Quête||Mythes géographiques|
The belt of seven totems		|Fiction||History|
Immortal wife		Fiction
Dunallan, or, Know what you judge		|Arranged marriage||Fiction||English fiction|
An Old Chester secret		|Fiction||American fiction|
When love goes sour	9789996841460	|Botswanan fiction (English)||Fiction|
Murder in the toilet	9789997770332	|Murder||Fiction|
The long march	9789388326315	|Farmers||Fiction||Suicidal behavior||Economic conditions||Political activity|
No Barrier	9780207198939	Fiction
A match made in heaven	9789382536123	|Fiction||History|
Little journeys to the homes of English authors		|English Authors||Fiction|
Raachi	9789381205242	|Dalits||Fiction|
The story of Venus and Tannhäuser		Fiction
The rise of David Levinsky		|Jews||Fiction||Assimilation (Sociology)||Clothing trade||Millionaires||Immigrants||Jewish men|
The Incas		|Fiction||History|
Confessions of a thug		|Thugs (Indic criminal group)||Fiction||History|
Vicksburg spy, or, Found and lost		|Fiction||History|
Some reflections of a medieval criminologist		|Crime||Prisons||History|
Love at First Cyanide	9781953798398	|Fiction, mystery & detective, general||Crime|
Can't Take It with You	9780578279398	|Fiction, thrillers, general||Crime|
Peek under the Hood	9781578691500	|Crime||Biography|
Dark Easter	9798987880029	|Crime||Fiction, horror|
Remote Workers	9781957458717	Crime
City Different	9781961677265	|Crime||Fiction, mystery & detective, general|
The robot man		|English Science fiction||Robots||Fiction|
The good samaritan	9781740275200	|Political refugees||Fiction||Refugees|
The gross anatomy lab		|Medical students||Fiction|
Los rostros de la violencia		|Violence||Congresses||Crime|
Snapped	9798986661841	|Crime||Fiction, thrillers, suspense|
Whatever happened to Rosemarie?	9798990359352	|Fiction, historical, general||Crime|
Through the looking glass and what Alice found there		Fantasy
Lavengro	9780486269153	|19th century fiction||British & Irish history: c 1700 to c 1900||Social history||c 1800 to c 1900||Literature: Folklore/Mythology||Sociology||English||England||General||Fiction||Romanies|
My Crazy Cousin Courtney Gets Crazier (Crazy Courtney Series)	9780671002794	|Children: Grades 4-6||Cousins||Fiction||Actors and actresses||Schools|
New Year's Revolution (The Secret World of Alex Mack, No. 22)	9780671015558	|Science Fiction, Fantasy, & Magic||Children: Grades 3-4||Children's 9-12 - Fiction - General||Science fiction||Action & Adventure||Action & Adventure - General||Juvenile Fiction / General||Fiction||New Year's Eve|
Tap Dance Trouble (Full House Michelle)	9780671021542	|Fiction||Social Issues - General||Juvenile Fiction||Children's 4-8 - Fiction - General||Children: Grades 2-3||Social Situations - General||Juvenile Fiction / General||Family life||General||Tap dancing|
Delight	9780671026820	|Romance||Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / Romance / General|
The Days of Summer	9780671035365	|American Light Romantic Fiction||Fiction||Fiction - Romance||Romance: Modern||Romance - General||Fiction / Romance / General||Love stories|
Hip, Hip, Parade! (Full House Michelle)	9780671042059	|Social Issues - Friendship||Perseverance (Ethics)||Fiction||Juvenile Fiction||Children's 9-12 - Fiction - General||Children: Grades 3-4||Social Situations - Friendship||Schools||Movie Tie - In||Juvenile Fiction / Movie or Television Tie-In||Family life|
The Hunger	9780671427375	|Non-Classifiable||Fiction||Fiction - General||Nonfiction - General|
Tron	9780671445584	|Computers||Fiction||Programming (Computers)||Science fiction||Video games||Children: Grades 4-6|
A Time-Travel Christmas	9780505521866	|Romance - Contemporary||Romance: Modern||Fiction||Fiction - Science Fiction||Science Fiction - General|
Come Home to Love	9780505524263	|Romance: Modern||Fiction||Fiction - Romance||Romance - Contemporary|
Absent in the Spring	9780515092622	|General||Fiction||Fiction - General||Mystery/Suspense||Mystery & Detective - General|
Saved By Love	9780515098044	|Romance - General||Fiction||Fiction - General||Romance: Regency||General|
Shadows in the Flame (Haunting Hearts)	9780515121407	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / General|
River's End	9780515127836	|Psychological||Fiction - Psychological Suspense||Fiction||Suspense||Fiction / Romance / General||General||Thrillers|
Aggie and Will	9780516264097	|Social Issues - Friendship||Juvenile Fiction||Juvenile Easy Readers||Children's Books/Ages 4-8 Fiction||Children: Grades 1-2||Readers - Beginner||Fiction||Friendship|
Messy Bessey's Holidays (Rookie Readers)	9780516264769	|Holidays & Celebrations - Christmas||Juvenile Easy Readers||Cleanliness||Kwanzaa||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Holidays & Celebrations - Kwanzaa||Children: Grades 1-2||Holidays & Celebrations - Hanukkah||Fiction||Holidays & Celebrations - Christmas & Advent||Baking||Readers - Beginner||Christmas|
The Lion Returns	9780671578244	|Modern fiction||Science Fiction||Fiction||Fiction - Science Fiction||Science Fiction - General||Fantasy - General||Fiction / Science Fiction / General||Science Fiction - Adventure|
Lauralee	9780671600495	|Romance - General||Fiction / Romance / General||Fiction - Romance||Fiction|
The Golden Child	9780671630393	|Mystery & Detective - General||Fiction||Movie / TV Tie-Ins||Mystery/Suspense||Fiction / Movie or Television Tie-In||Movie-TV Tie-In - General|
Wind in the Willows	9780671636265	|General||Non-Classifiable||Children: Babies & Toddlers||Fiction||Children's 9-12||Animals||Friendship|
FLAMES OF WAR (Men at Arms, Book 2)	9780671667665	|Modern fiction||Fiction - General||Fiction||General||Fiction / General|
STAR TREK PRIME DIRECTIVE	9780671726317	|Science fiction||Science Fiction - General||Abridged Audio - Fiction/Science Fiction & Fantasy||Audio Adult: Books On Tape||Fantasy - General||Fiction / Fantasy / General||Audio - Science Fiction / Fantasy||Fiction|
The Dad Zone	9780671798901	|United States||Journalists (Collected Columns)||American Satire And Humor||Family / Parenting / Childbirth||Humor||Parenting||Fatherhood||Horror||Father and child|
The Two Faces of Tomorrow	9780671878481	|Science Fiction||Science Fiction - Adventure||Fiction||Fiction - Science Fiction||Science Fiction - High Tech||Fiction / Science Fiction / General|
Pickles in My Soup (Rookie Readers)	9780516265506	|Readers - Beginner||Juvenile Fiction||Juvenile Easy Readers||Children's Books/Ages 4-8 Fiction||Children: Grades 1-2||Stories in rhyme||Pickles||Humorous Stories||Fiction|
Push	9780517402412	|Fiction||SALE BOOKS||Fiction / General||Fiction - General|
Shopping (It's Great to Read)	9780517560242	|Fiction||Non-Classifiable||Sale Books||Shopping||Juvenile Fiction||Bargain Books|
Private View, A	9780679434443	|England||Fiction / General||Fiction||Brookner, Anita - Prose & Criticism||Middle aged men||Middle-aged men||Psychological fiction|
M is for Malice (Sue Grafton)	9780679440642	|Mystery & Detective - Women Sleuths||Mystery & Detective - General||Audio Adult: Books On Tape||Fiction||Abridged Audio - Fiction/Mystery||Audio - Mystery||Suspense||Mystery & Detective - Hard-Boiled||Fiction / Mystery & Detective / General||Audiobooks|
What We Talk About When We Talk About Love	9780679723059	|Popular psychology||Short Stories (single author)||Literature - Classics / Criticism||Fiction||Literary||Fiction / Short Stories (single author)||Short stories|
King Bongo	9780679737469	|Romance - Historical||Fiction||Fiction - General||Romance: Historical||General||Fiction / General|
Yellow Silk	9780517577523	|20th Century American Literature||Fiction||Erotic literature||Non-Classifiable|
The Iron Hand of Mars	9780517592403	|Private investigators||Mystery and detective stories||English Mystery & Suspense Fiction||Vespasian, 69-79||Mystery/Suspense||Rome||Falco, Marcus Didius (Fictitio||Non-Classifiable||Falco, Marcus Didius (Fictitious character)||Mystery & Detective - General||Fiction||History|
Roast and Toast (Critters of the Night)	9780679973768	|Readers - Beginner||Juvenile Fiction / Readers / Beginner||Stories in rhyme||Children's 4-8||Children: Kindergarten||Animals||Beaches||Fiction|
Caught Up in the Rapture	9780684831534	|Modern fiction||Literary||Fiction - General||Fiction||Fiction / General||General|
My Big Boy Potty	9780688170424	|Child care & upbringing||Life Skills & Personal Awareness, General Studies||Picture books||Juvenile Nonfiction||Fiction||Children's Books/Baby-Preschool||Children: Babies & Toddlers||Toilet training||Health & Daily Living - Toilet Training||Juvenile Fiction / Social Situations / Toilet Training||General|
Dear Willie Rudd	9780689831058	|Race relations||Juvenile Fiction||Children: Kindergarten||Children's Books/Ages 4-8 Fiction||Social Issues - Values||Social Issues - Prejudice & Racism||People & Places - United States - African-American||Juvenile Fiction / Social Situations / Prejudice & Racism||Historical - United States - 20th Century||Afro-Americans||Fiction|
Family Face-off (Wild Thornberrys)	9780689833250	|Humorous Stories||Readers - Chapter Books||Family life||Children: Grades 4-6||Juvenile Fiction||Children's 9-12 - Fiction - General||Movie Tie - In||Fiction||Family - Daily Life||Juvenile Fiction / Humorous Stories||Action & Adventure - General||Competition|
The Wizard's Scepter (The Keepers, Book 3)	9780689855931	|Wizards||Princesses||Fiction||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 2-3||Science Fiction, Fantasy, & Magic||Juvenile Fiction / Science Fiction, Fantasy, Magic||Action & Adventure - General||Magic|
To the Rescue!	9780689861482	|Juvenile Easy Readers||Readers - Beginner||Emergency vehicles||Preschool Picture Story Books||Stories in rhyme||Juvenile Fiction||Children's Books/Ages 9-12 Science||Children: Grades 1-2||Children: Kindergarten||Fiction||Transportation - Cars & Trucks||Juvenile Nonfiction / Transportation / Cars & Trucks||Children's 9-12||Rescue work||Transportation - General|
The Plum in the Golden Vase, or Chin P'ing Mei: Volume Two	9780691070773	|16th to 18th century fiction||History||Fiction - Historical||Literary Criticism||Literature: Classics||ASIA||Asian - General||Historical - General||Asian and Asian American Studies||Literary Criticism & Collections / Asian||Fiction||China||Historical fiction||Song dynasty, 960-1279|
Rowan Hood	9780698119727	|Juvenile Fiction||Family - Parents||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6||Robin Hood (Legendary character)||General||Juvenile Fiction / Fairy Tales & Folklore / Single Title||Fairy Tales & Folklore - General||Fathers and daughters||Fiction|
Hotel Bellevue	9780701131395	|Non-Classifiable||Nonfiction - General||Popular English Fiction||Fiction|
An Item from the Late News	9780702217029	|Popular English Fiction||Fiction|
In One Skin	9780702232718	|Missing persons||Fiction - General||Fiction||General||Fiction / General||Domestic fiction||Sisters|
Revolt and Virginia	9780708929438	|Romance||Romance - General||Fiction - Romance||Large Print|
Spring Fever	9780708937785	|Romance||Fiction - Romance||Large Print||Romance - General|
Daughter of Satan	9780709069805	|Historical fiction||Modern fiction||Historical - General||Fiction - Fantasy||Fiction||Fantasy - Historical||FICTION_FANTASY_HISTORICAL||Fiction / Fantasy / Historical|
The Mouse Who Ate Bananas	9780531303122	|Mice||Fiction||Bananas||Juvenile Fiction||Children's Baby - Pop-Ups||Toy and movable books||Children: Preschool||Specimens||Animals - Apes & Monkeys||Animals - Mice  Hamsters  Guinea Pigs  etc.|
Sabres in the Sun	9780712630481	|Fiction||War fiction||Non-Classifiable||Nonfiction - General||English Historical Fiction|
The Guard Dog	9780552554336	|Fiction||General||Juvenile Fiction / General||Children's Books/All Ages|
Jimmy's Sunny Book	9780553096484	|Toy and movable books||Specimens||Preschool Picture Story Books||Children's 4-8||Children: Kindergarten||Sunshine||General||Non-Classifiable||Fiction||Play|
Katie Mulholland	9780553139358	|England, Northern||Fiction||Working class women||Domestic fiction|
Sea Horse	9780553158472	|Sporting stories||Vacations||Fiction||Children's 9-12 - Fiction - General||Children: Grades 4-6||Animals - Horses||Juvenile Fiction / Animals / Horses||Horseback riding||Horsemanship|
Six Feet Under	9780553185065	|Mystery & Detective - General||Non-Classifiable||Fiction||Fiction - Mystery/ Detective|
Three Cheers for Love	9780553243857	|General||Fiction||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Adolescence||Love||School stories|
Doll, the # 3	9780553250954	|General||Non-Classifiable||Fiction||Horror||Occult sciences||Children's Books - Young Adult||Juvenile Fiction|
Outlaws of Sherwood Forest	9780553263886	|Non-Classifiable||Fiction||Literary recreations||Children's All Ages||Robin Hood||Children: Grades 4-6|
KUMQUAT MAY,/ALWAYS/ (Starfire)	9780553264166	|General||Non-Classifiable||Fiction||Children's Books - Young Adult||Abandoned children||Self-reliance|
The Year Without Michael	9780553273731	|Fiction dealing with social issues||Missing persons||Family problems||Juvenile Fiction||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 10-12)||Social Situations - General||Social Issues - General||Family - General||Juvenile Fiction / Social Situations / General||Social Issues - Runaways||Fiction|
Fusion Fire	9780553274646	|Science Fiction - General||Non-Classifiable||Science Fiction||Fiction||Fiction - Science Fiction||American Science Fiction And Fantasy|
On The Edge (SVH #40)	9780553276923	|General||Juvenile Fiction / General||Fiction||Love||Children's 12-Up - Fiction - General||Adolescence||Children: Young Adult (Gr. 7-9)|
Feast of Murder	9780553293890	|Mystery and detective stories||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General||Fiction / Mystery & Detective / General|
Wolf Mountain Moon	9780553299779	|Modern fiction||Westerns - General||Fiction - Western||Fiction||Historical - General||Fiction / Historical||Butte, Battle of the, 1877||Dakota Indians||Wars, 1876|
